signature_id	species	function_label	perturbation_genes	split_group	split	assay_type	source	subseries	subseries_response_class	target_raw	target_stable_id	target_resolution_method	target_resolution_candidates	target_ncbi_gene_id	final_matrix_sample_titles	source_sample_titles	source_title_match_methods	source_title_removed_prefixes	source_gsm_accessions	n_source_arrays	mutant_channels	dye_swap_complete	control_sources	platform	benchmark_ready	benchmark_blocker	mapping_status	label_policy	primary_label_score	candidate_label_count	split_origin	benchmark_eligible	input_function_label	subseries_response_class_role
GSE42526:GAT1	yeast	GO:0006355	YFL021W	YPG_6bdb92e2a102	train	deletion_expression_microarray	NCBI_GEO_GSE42528	GSE42526	non_responsive_le3_significant_mrna_changes	GAT1	YFL021W	gpl11232_primary_name			gat1-del-1-a;gat1-del-1-b	[hs1990] gat1-del-1-a;[hs1990] gat1-del-1-b	strip_anchored_submitter_batch_prefix;strip_anchored_submitter_batch_prefix	[hs1990] ;[hs1990] 	GSM1106355;GSM1106356	2	ch2;ch1	1	refpool;refpool	GPL11232	0		primary_go_audit_label	primary_go_weight_x_two_species_ic	1.49967586894	1	yeast_only_training_component	1	UNASSIGNED_NEEDS_FROZEN_GO	provenance_only_never_a_label
GSE42526:YFL052W	yeast	GO:0006355	YFL052W	YPG_271f98d36ef6	train	deletion_expression_microarray	NCBI_GEO_GSE42528	GSE42526	non_responsive_le3_significant_mrna_changes	YFL052W	YFL052W	direct_systematic_name			yfl052w-del-1-a;yfl052w-del-1-b	[hs1990] yfl052w-del-1-a;[hs1990] yfl052w-del-1-b	strip_anchored_submitter_batch_prefix;strip_anchored_submitter_batch_prefix	[hs1990] ;[hs1990] 	GSM1106976;GSM1106977	2	ch2;ch1	1	refpool;refpool	GPL11232	0		primary_go_audit_label	primary_go_weight_x_two_species_ic	1.49967586894	1	yeast_only_training_component	1	UNASSIGNED_NEEDS_FROZEN_GO	provenance_only_never_a_label
GSE42526:MET28	yeast	GO:0006355	YIR017C	YPG_a858571e2ab3	train	deletion_expression_microarray	NCBI_GEO_GSE42528	GSE42526	non_responsive_le3_significant_mrna_changes	MET28	YIR017C	gpl11232_primary_name			met28-del-1-a;met28-del-1-b	[hs1990] met28-del-1-a;[hs1990] met28-del-1-b	strip_anchored_submitter_batch_prefix;strip_anchored_submitter_batch_prefix	[hs1990] ;[hs1990] 	GSM1106502;GSM1106503	2	ch2;ch1	1	refpool;refpool	GPL11232	0		primary_go_audit_label	primary_go_weight_x_two_species_ic	1.66630652104	1	yeast_only_training_component	1	UNASSIGNED_NEEDS_FROZEN_GO	provenance_only_never_a_label
GSE42526:YAP5	yeast	GO:0006355	YIR018W	YPG_40a839daae3c	train	deletion_expression_microarray	NCBI_GEO_GSE42528	GSE42526	non_responsive_le3_significant_mrna_changes	YAP5	YIR018W	gpl11232_primary_name			yap5-del-1-a;yap5-del-1-b	[hs1990] yap5-del-1-a;[hs1990] yap5-del-1-b	strip_anchored_submitter_batch_prefix;strip_anchored_submitter_batch_prefix	[hs1990] ;[hs1990] 	GSM1106939;GSM1106940	2	ch2;ch1	1	refpool;refpool	GPL11232	0		primary_go_audit_label	primary_go_weight_x_two_species_ic	1.49967586894	1	yeast_only_training_component	1	UNASSIGNED_NEEDS_FROZEN_GO	provenance_only_never_a_label
GSE42526:DOT6	yeast	GO:0006325	YER088C	YPG_33afc4374a81	train	deletion_expression_microarray	NCBI_GEO_GSE42528	GSE42526	non_responsive_le3_significant_mrna_changes	DOT6	YER088C	gpl11232_primary_name			dot6-del-1-a;dot6-del-1-b	dot6-del-1-a;dot6-del-1-b	exact;exact	;	GSM636383;GSM636384	2	ch2;ch1	1	refpool;refpool	GPL11232	0		primary_go_audit_label	primary_go_weight_x_two_species_ic	2.28888047611	4	yeast_only_training_component	1	UNASSIGNED_NEEDS_FROZEN_GO	provenance_only_never_a_label
GSE42526:MAL13	yeast	GO:0005975	YGR288W	YPG_5946509949fb	train	deletion_expression_microarray	NCBI_GEO_GSE42528	GSE42526	non_responsive_le3_significant_mrna_changes	MAL13	YGR288W	gpl11232_primary_name			mal13-del-1-b;mal13-del-1-a	[hs1990] mal13-del-1-b;[hs1990] mal13-del-1-a	strip_anchored_submitter_batch_prefix;strip_anchored_submitter_batch_prefix	[hs1990] ;[hs1990] 	GSM1106482;GSM1106481	2	ch1;ch2	1	refpool;refpool	GPL11232	0		primary_go_audit_label	primary_go_weight_x_two_species_ic	3.21653732629	3	yeast_only_training_component	1	UNASSIGNED_NEEDS_FROZEN_GO	provenance_only_never_a_label
GSE42526:SIP4	yeast	GO:0006355	YJL089W	YPG_6fcf67b4bc29	train	deletion_expression_microarray	NCBI_GEO_GSE42528	GSE42526	non_responsive_le3_significant_mrna_changes	SIP4	YJL089W	gpl11232_primary_name			sip4-del-1-a;sip4-del-1-b	sip4-del-1-a;sip4-del-1-b	exact;exact	;	GSM819638;GSM819639	2	ch2;ch1	1	refpool;refpool	GPL11232	0		primary_go_audit_label	primary_go_weight_x_two_species_ic	1.49967586894	1	yeast_only_training_component	1	UNASSIGNED_NEEDS_FROZEN_GO	provenance_only_never_a_label
GSE42526:RSF2	yeast	GO:0006355	YJR127C	YPG_c07742bf2a40	train	deletion_expression_microarray	NCBI_GEO_GSE42528	GSE42526	non_responsive_le3_significant_mrna_changes	RSF2	YJR127C	gpl11232_primary_name			rsf2-del-1-a;rsf2-del-1-b	[hs1990] rsf2-del-1-a;[hs1990] rsf2-del-1-b	strip_anchored_submitter_batch_prefix;strip_anchored_submitter_batch_prefix	[hs1990] ;[hs1990] 	GSM1106749;GSM1106750	2	ch2;ch1	1	refpool;refpool	GPL11232	0		primary_go_audit_label	primary_go_weight_x_two_species_ic	1.85145169004	2	yeast_only_training_component	1	UNASSIGNED_NEEDS_FROZEN_GO	provenance_only_never_a_label
GSE42526:GRX3	yeast	GO:0007010	YDR098C	YPG_f4eb154a327d	train	deletion_expression_microarray	NCBI_GEO_GSE42528	GSE42526	non_responsive_le3_significant_mrna_changes	GRX3	YDR098C	gpl11232_primary_name			grx3-del-1-a;grx3-del-1-b	[hs1990] grx3-del-1-a;[hs1990] grx3-del-1-b	strip_anchored_submitter_batch_prefix;strip_anchored_submitter_batch_prefix	[hs1990] ;[hs1990] 	GSM1106380;GSM1106381	2	ch2;ch1	1	refpool;refpool	GPL11232	0		primary_go_audit_label	primary_go_weight_x_two_species_ic	2.33749567451	1	yeast_only_training_component	1	UNASSIGNED_NEEDS_FROZEN_GO	provenance_only_never_a_label
GSE42526:GRX4	yeast	GO:0007010	YER174C	YPG_75fd7201a7fc	train	deletion_expression_microarray	NCBI_GEO_GSE42528	GSE42526	non_responsive_le3_significant_mrna_changes	GRX4	YER174C	gpl11232_primary_name			grx4-del-1-a;grx4-del-1-b	[hs1990] grx4-del-1-a;[hs1990] grx4-del-1-b	strip_anchored_submitter_batch_prefix;strip_anchored_submitter_batch_prefix	[hs1990] ;[hs1990] 	GSM1106382;GSM1106383	2	ch2;ch1	1	refpool;refpool	GPL11232	0		primary_go_audit_label	primary_go_weight_x_two_species_ic	2.33749567451	1	yeast_only_training_component	1	UNASSIGNED_NEEDS_FROZEN_GO	provenance_only_never_a_label
GSE42526:MET10	yeast	GO:0006790	YFR030W	YPG_ef6e7fcdb1eb	train	deletion_expression_microarray	NCBI_GEO_GSE42528	GSE42526	non_responsive_le3_significant_mrna_changes	MET10	YFR030W	gpl11232_primary_name			met10-del-1-a;met10-del-1-b	[hs1990] met10-del-1-a;[hs1990] met10-del-1-b	strip_anchored_submitter_batch_prefix;strip_anchored_submitter_batch_prefix	[hs1990] ;[hs1990] 	GSM1106500;GSM1106501	2	ch2;ch1	1	refpool;refpool	GPL11232	0		primary_go_audit_label	primary_go_weight_x_two_species_ic	3.32448029606	1	yeast_only_training_component	1	UNASSIGNED_NEEDS_FROZEN_GO	provenance_only_never_a_label
GSE42526:KAR4	yeast	GO:0022414	YCL055W	YPG_57f20c248f9a	train	deletion_expression_microarray	NCBI_GEO_GSE42528	GSE42526	non_responsive_le3_significant_mrna_changes	KAR4	YCL055W	gpl11232_primary_name			kar4-del-1-a;kar4-del-1-b	[hs1990] kar4-del-1-a;[hs1990] kar4-del-1-b	strip_anchored_submitter_batch_prefix;strip_anchored_submitter_batch_prefix	[hs1990] ;[hs1990] 	GSM1106455;GSM1106456	2	ch2;ch1	1	refpool;refpool	GPL11232	0		primary_go_audit_label	primary_go_weight_x_two_species_ic	2.1628592777	3	yeast_only_training_component	1	UNASSIGNED_NEEDS_FROZEN_GO	provenance_only_never_a_label
GSE42526:MET31	yeast	GO:0006355	YPL038W	YPG_84d6c402f49e	train	deletion_expression_microarray	NCBI_GEO_GSE42528	GSE42526	non_responsive_le3_significant_mrna_changes	MET31	YPL038W	gpl11232_primary_name			met31-del-1-a;met31-del-2-b	[hs1990] met31-del-1-a;[hs1990] met31-del-2-b	strip_anchored_submitter_batch_prefix;strip_anchored_submitter_batch_prefix	[hs1990] ;[hs1990] 	GSM1106504;GSM1106505	2	ch2;ch1	1	refpool;refpool	GPL11232	0		primary_go_audit_label	primary_go_weight_x_two_species_ic	1.66630652104	1	yeast_only_training_component	1	UNASSIGNED_NEEDS_FROZEN_GO	provenance_only_never_a_label
GSE42526:WTM1	yeast	GO:0006913	YOR230W	YPG_18756fdc9e96	train	deletion_expression_microarray	NCBI_GEO_GSE42528	GSE42526	non_responsive_le3_significant_mrna_changes	WTM1	YOR230W	gpl11232_primary_name			wtm1-del-1-a;wtm1-del-1-b	[hs1990] wtm1-del-1-a;[hs1990] wtm1-del-1-b	strip_anchored_submitter_batch_prefix;strip_anchored_submitter_batch_prefix	[hs1990] ;[hs1990] 	GSM1106931;GSM1106932	2	ch2;ch1	1	refpool;refpool	GPL11232	0		primary_go_audit_label	primary_go_weight_x_two_species_ic	2.89768752375	5	yeast_only_training_component	1	UNASSIGNED_NEEDS_FROZEN_GO	provenance_only_never_a_label
GSE42526:WTM2	yeast	GO:0022414	YOR229W	YPG_f6714b355266	train	deletion_expression_microarray	NCBI_GEO_GSE42528	GSE42526	non_responsive_le3_significant_mrna_changes	WTM2	YOR229W	gpl11232_primary_name			wtm2-del-1-a;wtm2-del-1-b	[hs1990] wtm2-del-1-a;[hs1990] wtm2-del-1-b	strip_anchored_submitter_batch_prefix;strip_anchored_submitter_batch_prefix	[hs1990] ;[hs1990] 	GSM1106933;GSM1106934	2	ch2;ch1	1	refpool;refpool	GPL11232	0		primary_go_audit_label	primary_go_weight_x_two_species_ic	2.1628592777	3	yeast_only_training_component	1	UNASSIGNED_NEEDS_FROZEN_GO	provenance_only_never_a_label
GSE42526:TOD6	yeast	GO:0006355	YBL054W	YPG_40e2f3f33b15	train	deletion_expression_microarray	NCBI_GEO_GSE42528	GSE42526	non_responsive_le3_significant_mrna_changes	TOD6	YBL054W	gpl11232_primary_name			tod6-del-1-a;tod6-del-1-b	tod6-del-1-a;tod6-del-1-b	exact;exact	;	GSM636628;GSM636629	2	ch2;ch1	1	refpool;refpool	GPL11232	0		primary_go_audit_label	primary_go_weight_x_two_species_ic	1.66630652104	1	yeast_only_training_component	1	UNASSIGNED_NEEDS_FROZEN_GO	provenance_only_never_a_label
GSE42526:RDS1	yeast	GO:0006355	YCR106W	YPG_ce483956f453	train	deletion_expression_microarray	NCBI_GEO_GSE42528	GSE42526	non_responsive_le3_significant_mrna_changes	RDS1	YCR106W	gpl11232_primary_name			rds1-del-1-a;rds1-del-1-b	[hs1990] rds1-del-1-a;[hs1990] rds1-del-1-b	strip_anchored_submitter_batch_prefix;strip_anchored_submitter_batch_prefix	[hs1990] ;[hs1990] 	GSM1106699;GSM1106700	2	ch2;ch1	1	refpool;refpool	GPL11232	0		primary_go_audit_label	primary_go_weight_x_two_species_ic	0.974789314808	1	yeast_only_training_component	1	UNASSIGNED_NEEDS_FROZEN_GO	provenance_only_never_a_label
GSE42526:PHO4	yeast	GO:0006325	YFR034C	YPG_23caaa8ac5f5	train	deletion_expression_microarray	NCBI_GEO_GSE42528	GSE42526	non_responsive_le3_significant_mrna_changes	PHO4	YFR034C	gpl11232_primary_name			pho4-del-1-a;pho4-del-1-b	[hs1990] pho4-del-1-a;[hs1990] pho4-del-1-b	strip_anchored_submitter_batch_prefix;strip_anchored_submitter_batch_prefix	[hs1990] ;[hs1990] 	GSM1106634;GSM1106635	2	ch2;ch1	1	refpool;refpool	GPL11232	0		primary_go_audit_label	primary_go_weight_x_two_species_ic	2.54320052901	2	yeast_only_training_component	1	UNASSIGNED_NEEDS_FROZEN_GO	provenance_only_never_a_label
GSE42526:YPR196W	yeast	GO:0006355	YPR196W	YPG_98231d011844	train	deletion_expression_microarray	NCBI_GEO_GSE42528	GSE42526	non_responsive_le3_significant_mrna_changes	YPR196W	YPR196W	direct_systematic_name			ypr196w-del-1-a;ypr196w-del-1-b	[hs1990] ypr196w-del-1-a;[hs1990] ypr196w-del-1-b	strip_anchored_submitter_batch_prefix;strip_anchored_submitter_batch_prefix	[hs1990] ;[hs1990] 	GSM1107068;GSM1107069	2	ch2;ch1	1	refpool;refpool	GPL11232	0		primary_go_audit_label	primary_go_weight_x_two_species_ic	1.20344359853	1	yeast_only_training_component	1	UNASSIGNED_NEEDS_FROZEN_GO	provenance_only_never_a_label
GSE42526:ARR1	yeast	GO:0006355	YPR199C	YPG_fba8d2ec807e	train	deletion_expression_microarray	NCBI_GEO_GSE42528	GSE42526	non_responsive_le3_significant_mrna_changes	ARR1	YPR199C	gpl11232_primary_name			arr1-del-1-a;arr1-del-1-b	[hs1990] arr1-del-1-a;[hs1990] arr1-del-1-b	strip_anchored_submitter_batch_prefix;strip_anchored_submitter_batch_prefix	[hs1990] ;[hs1990] 	GSM1106144;GSM1106145	2	ch2;ch1	1	refpool;refpool	GPL11232	0		primary_go_audit_label	primary_go_weight_x_two_species_ic	1.49967586894	1	yeast_only_training_component	1	UNASSIGNED_NEEDS_FROZEN_GO	provenance_only_never_a_label
GSE42526:PDR1	yeast	GO:0006355	YGL013C	YPG_34a5db03c2b4	train	deletion_expression_microarray	NCBI_GEO_GSE42528	GSE42526	non_responsive_le3_significant_mrna_changes	PDR1	YGL013C	gpl11232_primary_name			pdr1-del-1-a;pdr1-del-1-b	[hs1990] pdr1-del-1-a;[hs1990] pdr1-del-1-b	strip_anchored_submitter_batch_prefix;strip_anchored_submitter_batch_prefix	[hs1990] ;[hs1990] 	GSM1106624;GSM1106625	2	ch2;ch1	1	refpool;refpool	GPL11232	0		primary_go_audit_label	primary_go_weight_x_two_species_ic	1.49967586894	2	yeast_only_training_component	1	UNASSIGNED_NEEDS_FROZEN_GO	provenance_only_never_a_label
GSE42526:PPQ1	yeast	GO:0007059	YPL179W	YPG_2408ae289621	train	deletion_expression_microarray	NCBI_GEO_GSE42528	GSE42526	non_responsive_le3_significant_mrna_changes	PPQ1	YPL179W	gpl11232_primary_name			ppq1-del-2-a;ppq1-del-2-b	ppq1-del-2-a;ppq1-del-2-b	exact;exact	;	GSM630235;GSM630236	2	ch2;ch1	1	refpool;refpool	GPL11232	0		primary_go_audit_label	primary_go_weight_x_two_species_ic	2.33906193028	1	yeast_only_training_component	1	UNASSIGNED_NEEDS_FROZEN_GO	provenance_only_never_a_label
GSE42526:SMK1	yeast	GO:0022414	YPR054W	YPG_a0e97571ba6a	train	deletion_expression_microarray	NCBI_GEO_GSE42528	GSE42526	non_responsive_le3_significant_mrna_changes	SMK1	YPR054W	gpl11232_primary_name			smk1-del-2-a;smk1-del-2-b	smk1-del-2-a;smk1-del-2-b	exact;exact	;	GSM630321;GSM630322	2	ch2;ch1	1	refpool;refpool	GPL11232	0		primary_go_audit_label	primary_go_weight_x_two_species_ic	1.94657334993	4	yeast_only_training_component	1	UNASSIGNED_NEEDS_FROZEN_GO	provenance_only_never_a_label
GSE42526:PIP2	yeast	GO:0006629	YOR363C	YPG_6d6faee01936	train	deletion_expression_microarray	NCBI_GEO_GSE42528	GSE42526	non_responsive_le3_significant_mrna_changes	PIP2	YOR363C	gpl11232_primary_name			pip2-del-1-a;pip2-del-1-b	[hs1990] pip2-del-1-a;[hs1990] pip2-del-1-b	strip_anchored_submitter_batch_prefix;strip_anchored_submitter_batch_prefix	[hs1990] ;[hs1990] 	GSM1106646;GSM1106647	2	ch2;ch1	1	refpool;refpool	GPL11232	0		primary_go_audit_label	primary_go_weight_x_two_species_ic	2.36441692394	2	yeast_only_training_component	1	UNASSIGNED_NEEDS_FROZEN_GO	provenance_only_never_a_label
GSE42526:DAL82	yeast	GO:0006355	YNL314W	YPG_07ceca7f0385	train	deletion_expression_microarray	NCBI_GEO_GSE42528	GSE42526	non_responsive_le3_significant_mrna_changes	DAL82	YNL314W	gpl11232_primary_name			dal82-del-1-a;dal82-del-1-b	[hs1990] dal82-del-1-a;[hs1990] dal82-del-1-b	strip_anchored_submitter_batch_prefix;strip_anchored_submitter_batch_prefix	[hs1990] ;[hs1990] 	GSM1106278;GSM1106279	2	ch2;ch1	1	refpool;refpool	GPL11232	0		primary_go_audit_label	primary_go_weight_x_two_species_ic	1.49967586894	1	yeast_only_training_component	1	UNASSIGNED_NEEDS_FROZEN_GO	provenance_only_never_a_label
GSE42526:YAP7	yeast	GO:0006355	YOL028C	YPG_49f1026635fb	train	deletion_expression_microarray	NCBI_GEO_GSE42528	GSE42526	non_responsive_le3_significant_mrna_changes	YAP7	YOL028C	gpl11232_primary_name			yap7-del-1-a;yap7-del-1-b	[hs1990] yap7-del-1-a;[hs1990] yap7-del-1-b	strip_anchored_submitter_batch_prefix;strip_anchored_submitter_batch_prefix	[hs1990] ;[hs1990] 	GSM1106943;GSM1106944	2	ch2;ch1	1	refpool;refpool	GPL11232	0		primary_go_audit_label	primary_go_weight_x_two_species_ic	0.974789314808	1	yeast_only_training_component	1	UNASSIGNED_NEEDS_FROZEN_GO	provenance_only_never_a_label
GSE42526:AFT2	yeast	GO:0006629	YPL202C	YPG_95c520437265	train	deletion_expression_microarray	NCBI_GEO_GSE42528	GSE42526	non_responsive_le3_significant_mrna_changes	AFT2	YPL202C	gpl11232_primary_name			aft2-del-1-a	[hs1990] aft2-del-1-a	strip_anchored_submitter_batch_prefix	[hs1990] 	GSM1106128	1	ch2	0	refpool	GPL11232	0		primary_go_audit_label	primary_go_weight_x_two_species_ic	1.72365993755	2	yeast_only_training_component	1	UNASSIGNED_NEEDS_FROZEN_GO	provenance_only_never_a_label
GSE42526:GAT3	yeast	GO:0006355	YLR013W	YPG_187a1ba770ac	train	deletion_expression_microarray	NCBI_GEO_GSE42528	GSE42526	non_responsive_le3_significant_mrna_changes	GAT3	YLR013W	gpl11232_primary_name			gat3-del-1-a;gat3-del-1-b	[hs1990] gat3-del-1-a;[hs1990] gat3-del-1-b	strip_anchored_submitter_batch_prefix;strip_anchored_submitter_batch_prefix	[hs1990] ;[hs1990] 	GSM1106357;GSM1106358	2	ch2;ch1	1	refpool;refpool	GPL11232	0		primary_go_audit_label	primary_go_weight_x_two_species_ic	1.08309923868	1	yeast_only_training_component	1	UNASSIGNED_NEEDS_FROZEN_GO	provenance_only_never_a_label
GSE42526:YML081W	yeast	GO:0006355	YML081W	YPG_6204179bd834	train	deletion_expression_microarray	NCBI_GEO_GSE42528	GSE42526	non_responsive_le3_significant_mrna_changes	YML081W	YML081W	direct_systematic_name			yml081w-del-1-a;yml081w-del-2-b	[hs1990] yml081w-del-1-a;[hs1990] yml081w-del-2-b	strip_anchored_submitter_batch_prefix;strip_anchored_submitter_batch_prefix	[hs1990] ;[hs1990] 	GSM1107024;GSM1107025	2	ch2;ch1	1	refpool;refpool	GPL11232	0		primary_go_audit_label	primary_go_weight_x_two_species_ic	1.08309923868	1	yeast_only_training_component	1	UNASSIGNED_NEEDS_FROZEN_GO	provenance_only_never_a_label
GSE42526:RGM1	yeast	GO:0006355	YMR182C	YPG_bda56594c295	train	deletion_expression_microarray	NCBI_GEO_GSE42528	GSE42526	non_responsive_le3_significant_mrna_changes	RGM1	YMR182C	gpl11232_primary_name			rgm1-del-1-a	[hs1990] rgm1-del-1-a	strip_anchored_submitter_batch_prefix	[hs1990] 	GSM1106715	1	ch2	0	refpool	GPL11232	0		primary_go_audit_label	primary_go_weight_x_two_species_ic	1.49967586894	1	yeast_only_training_component	1	UNASSIGNED_NEEDS_FROZEN_GO	provenance_only_never_a_label
GSE42526:SIP3	yeast	GO:0006355	YNL257C	YPG_fd29c840cb52	train	deletion_expression_microarray	NCBI_GEO_GSE42528	GSE42526	non_responsive_le3_significant_mrna_changes	SIP3	YNL257C	gpl11232_primary_name			sip3-del-1-a;sip3-del-1-b	[hs1990] sip3-del-1-a;[hs1990] sip3-del-1-b	strip_anchored_submitter_batch_prefix;strip_anchored_submitter_batch_prefix	[hs1990] ;[hs1990] 	GSM1106777;GSM1106778	2	ch2;ch1	1	refpool;refpool	GPL11232	0		primary_go_audit_label	primary_go_weight_x_two_species_ic	1.49967586894	1	yeast_only_training_component	1	UNASSIGNED_NEEDS_FROZEN_GO	provenance_only_never_a_label
GSE42526:SMP1	yeast	GO:0006355	YBR182C	YPG_48f54f4dd054	train	deletion_expression_microarray	NCBI_GEO_GSE42528	GSE42526	non_responsive_le3_significant_mrna_changes	SMP1	YBR182C	gpl11232_primary_name			smp1-del-1-a	[hs1990] smp1-del-1-a	strip_anchored_submitter_batch_prefix	[hs1990] 	GSM1106797	1	ch2	0	refpool	GPL11232	0		primary_go_audit_label	primary_go_weight_x_two_species_ic	1.49967586894	1	yeast_only_training_component	1	UNASSIGNED_NEEDS_FROZEN_GO	provenance_only_never_a_label
GSE42526:THI2	yeast	GO:0006355	YBR240C	YPG_c2790ccf9c84	train	deletion_expression_microarray	NCBI_GEO_GSE42528	GSE42526	non_responsive_le3_significant_mrna_changes	THI2	YBR240C	gpl11232_primary_name			thi2-del-1-a	[hs1990] thi2-del-1-a	strip_anchored_submitter_batch_prefix	[hs1990] 	GSM1106853	1	ch2	0	refpool	GPL11232	0		primary_go_audit_label	primary_go_weight_x_two_species_ic	1.49967586894	1	yeast_only_training_component	1	UNASSIGNED_NEEDS_FROZEN_GO	provenance_only_never_a_label
GSE42526:ARO80	yeast	GO:0006520	YDR421W	YPG_8de0fc47267b	train	deletion_expression_microarray	NCBI_GEO_GSE42528	GSE42526	non_responsive_le3_significant_mrna_changes	ARO80	YDR421W	gpl11232_primary_name			aro80-del-1-a	[hs1990] aro80-del-1-a	strip_anchored_submitter_batch_prefix	[hs1990] 	GSM1106143	1	ch2	0	refpool	GPL11232	0		primary_go_audit_label	primary_go_weight_x_two_species_ic	2.80938234624	2	yeast_only_training_component	1	UNASSIGNED_NEEDS_FROZEN_GO	provenance_only_never_a_label
GSE42526:YAP3	yeast	GO:0006355	YHL009C	YPG_56c697ccaddd	train	deletion_expression_microarray	NCBI_GEO_GSE42528	GSE42526	non_responsive_le3_significant_mrna_changes	YAP3	YHL009C	gpl11232_primary_name			yap3-del-1-a	[hs1990] yap3-del-1-a	strip_anchored_submitter_batch_prefix	[hs1990] 	GSM1106938	1	ch2	0	refpool	GPL11232	0		primary_go_audit_label	primary_go_weight_x_two_species_ic	1.66630652104	1	yeast_only_training_component	1	UNASSIGNED_NEEDS_FROZEN_GO	provenance_only_never_a_label
GSE42526:HMS1	yeast	GO:0006355	YOR032C	YPG_56244e6ca648	train	deletion_expression_microarray	NCBI_GEO_GSE42528	GSE42526	non_responsive_le3_significant_mrna_changes	HMS1	YOR032C	gpl11232_primary_name			hms1-del-1-b;hms1-del-2-b	[hs1990] hms1-del-1-b;[hs1990] hms1-del-2-b	strip_anchored_submitter_batch_prefix;strip_anchored_submitter_batch_prefix	[hs1990] ;[hs1990] 	GSM1106398;GSM1106399	2	ch1;ch1	0	refpool;refpool	GPL11232	0		primary_go_audit_label	primary_go_weight_x_two_species_ic	0.974789314808	1	yeast_only_training_component	1	UNASSIGNED_NEEDS_FROZEN_GO	provenance_only_never_a_label
GSE42526:GAL4	yeast	GO:0005975	YPL248C	YPG_f7d78e224233	train	deletion_expression_microarray	NCBI_GEO_GSE42528	GSE42526	non_responsive_le3_significant_mrna_changes	GAL4	YPL248C	gpl11232_primary_name			gal4-del-1-b	[hs1990] gal4-del-1-b	strip_anchored_submitter_batch_prefix	[hs1990] 	GSM1106352	1	ch1	0	refpool	GPL11232	0		primary_go_audit_label	primary_go_weight_x_two_species_ic	2.34485571086	3	yeast_only_training_component	1	UNASSIGNED_NEEDS_FROZEN_GO	provenance_only_never_a_label
GSE42526:ERT1	yeast	GO:0006355	YBR239C	YPG_a205f025a4bb	train	deletion_expression_microarray	NCBI_GEO_GSE42528	GSE42526	non_responsive_le3_significant_mrna_changes	ERT1	YBR239C	gpl11232_primary_name			ert1-del-1-b;ert1-del-1-a	[hs1990] ert1-del-1-b;[hs1990] ert1-del-1-a	strip_anchored_submitter_batch_prefix;strip_anchored_submitter_batch_prefix	[hs1990] ;[hs1990] 	GSM1106330;GSM1106329	2	ch1;ch2	1	refpool;refpool	GPL11232	0		primary_go_audit_label	primary_go_weight_x_two_species_ic	1.49967586894	1	yeast_only_training_component	1	UNASSIGNED_NEEDS_FROZEN_GO	provenance_only_never_a_label
GSE42526:YDR049W	yeast	GO:0002181	YDR049W	YPG_5b6da231e650	train	deletion_expression_microarray	NCBI_GEO_GSE42528	GSE42526	non_responsive_le3_significant_mrna_changes	YDR049W	YDR049W	direct_systematic_name			ydr049w-del-1-b;ydr049w-del-1-a	[hs1990] ydr049w-del-1-b;[hs1990] ydr049w-del-1-a	strip_anchored_submitter_batch_prefix;strip_anchored_submitter_batch_prefix	[hs1990] ;[hs1990] 	GSM1106964;GSM1106963	2	ch1;ch2	1	refpool;refpool	GPL11232	0		primary_go_audit_label	primary_go_weight_x_two_species_ic	2.91917419476	2	yeast_only_training_component	1	UNASSIGNED_NEEDS_FROZEN_GO	provenance_only_never_a_label
GSE42526:CAD1	yeast	GO:0006355	YDR423C	YPG_e5f204a55857	train	deletion_expression_microarray	NCBI_GEO_GSE42528	GSE42526	non_responsive_le3_significant_mrna_changes	CAD1	YDR423C	gpl11232_primary_name			cad1-del-1-b	[hs1990] cad1-del-1-b	strip_anchored_submitter_batch_prefix	[hs1990] 	GSM1106207	1	ch1	0	refpool	GPL11232	0		primary_go_audit_label	primary_go_weight_x_two_species_ic	1.49967586894	1	yeast_only_training_component	1	UNASSIGNED_NEEDS_FROZEN_GO	provenance_only_never_a_label
GSE42526:ACA1	yeast	GO:0006355	YER045C	YPG_b0b6c5a71a7d	train	deletion_expression_microarray	NCBI_GEO_GSE42528	GSE42526	non_responsive_le3_significant_mrna_changes	ACA1	YER045C	gpl11232_primary_name			aca1-del-1-b	[hs1990] aca1-del-1-b	strip_anchored_submitter_batch_prefix	[hs1990] 	GSM1106122	1	ch1	0	refpool	GPL11232	0		primary_go_audit_label	primary_go_weight_x_two_species_ic	1.49967586894	1	yeast_only_training_component	1	UNASSIGNED_NEEDS_FROZEN_GO	provenance_only_never_a_label
GSE42526:NDT80	yeast	GO:0022414	YHR124W	YPG_6c8a9779c1a0	train	deletion_expression_microarray	NCBI_GEO_GSE42528	GSE42526	non_responsive_le3_significant_mrna_changes	NDT80	YHR124W	gpl11232_primary_name			ndt80-del-1-b	[hs1990] ndt80-del-1-b	strip_anchored_submitter_batch_prefix	[hs1990] 	GSM1106568	1	ch1	0	refpool	GPL11232	0		primary_go_audit_label	primary_go_weight_x_two_species_ic	2.1628592777	2	yeast_only_training_component	1	UNASSIGNED_NEEDS_FROZEN_GO	provenance_only_never_a_label
