human_target_symbol	yeast_deletion_target	component_id	split	eligible_primary_human_target
MSI2	YNL175C	ORTHOCC_51C5246FB2A01D1A	train	1
MTHFR	YGL125W	ORTHOCC_0DBA7B32BA6253A5	train	1
MTM1	YJR110W	ORTHOCC_872FAC79C34443DE	train	1
MTMR2	YJR110W	ORTHOCC_872FAC79C34443DE	train	1
MTMR9	YJR110W	ORTHOCC_872FAC79C34443DE	train	1
MTOR	YJR066W	ORTHOCC_FFE3E7C170E319FD	train	1
MUS81	YDR386W	ORTHOCC_2567168E98F29518	train	1
NACA2	YHR193C	ORTHOCC_DC081147F68F7E91	train	1
NAP1L1	YKR048C	ORTHOCC_4FD7F6724355AF87	train	1
NAP1L4	YKR048C	ORTHOCC_4FD7F6724355AF87	train	1
NEDD8	YDR139C	ORTHOCC_EF3CB8ACBC943AC6	train	1
NEDD8-MDP1	YDR139C	ORTHOCC_EF3CB8ACBC943AC6	train	0
NEK2	YAR018C	ORTHOCC_B364FCD9D1BE292A	validation	1
NFX1	YNL023C	ORTHOCC_54B0799C7E5CF7DD	train	1
NFYB	YBL021C	ORTHOCC_25804BE11CA26677	train	1
NLK	YKL161C	ORTHOCC_6CEFDFAD5F736678	test	1
NME1	YKL067W	ORTHOCC_B4494F579DB2EA2D	validation	1
NME3	YKL067W	ORTHOCC_B4494F579DB2EA2D	validation	1
NPRL2	YEL062W	ORTHOCC_8A90138D5B25E469	train	1
NSUN2	YBL024W	ORTHOCC_4F76ACE3E2C938F9	test	1
NSUN5	YNL022C	ORTHOCC_5D6BABE70FEA832D	train	1
NTHL1	YAL015C	ORTHOCC_FB3366A9E12D3454	validation	1
NTHL1	YOL043C	ORTHOCC_FB3366A9E12D3454	validation	1
NUP155	YBL079W	ORTHOCC_575F6145E3E68697	validation	1
NUP155	YER105C	ORTHOCC_575F6145E3E68697	validation	1
OAT	YLR438W	ORTHOCC_6F671C5344F198DD	train	1
OGFOD1	YER049W	ORTHOCC_A015414E76AD55C8	train	1
OSBP	YAR042W	ORTHOCC_C3325252D0606CA6	train	1
OSBP	YDL019C	ORTHOCC_C3325252D0606CA6	train	1
OSBP2	YAR042W	ORTHOCC_C3325252D0606CA6	train	0
OSBP2	YDL019C	ORTHOCC_C3325252D0606CA6	train	0
OTP	YDR451C	ORTHOCC_37238DD838781884	test	1
OTP	YML027W	ORTHOCC_37238DD838781884	test	1
P4HB	YDR518W	ORTHOCC_B055B91205D5F325	test	1
PAAF1	YDR364C	ORTHOCC_F265E9C1DEDB6B02	validation	1
PAAF1	YGL004C	ORTHOCC_F265E9C1DEDB6B02	validation	1
PAAF1	YPL247C	ORTHOCC_F265E9C1DEDB6B02	validation	1
PABPC1	YFR023W	ORTHOCC_10D484411DDA1C45	train	1
PAF1	YBR279W	ORTHOCC_DE5187A6A553CF56	validation	1
PAFAH1B1	YOR269W	ORTHOCC_C5F7F3A36ADA5070	train	1
PAK1	YHL007C	ORTHOCC_33376D440D822BDD	train	0
PAK1	YOL113W	ORTHOCC_33376D440D822BDD	train	0
PAK2	YHL007C	ORTHOCC_33376D440D822BDD	train	1
PAK2	YOL113W	ORTHOCC_33376D440D822BDD	train	1
PAN2	YGL094C	ORTHOCC_66CB46A7BA815E2D	train	1
PAN3	YKL025C	ORTHOCC_9386E1713DB46927	train	1
PC	YBR218C	ORTHOCC_D343F88DCBC64F14	train	1
PC	YGL062W	ORTHOCC_D343F88DCBC64F14	train	1
PCBP1	YBR233W	ORTHOCC_6C2A220F5EB9817A	test	1
PCBP2	YBR233W	ORTHOCC_6C2A220F5EB9817A	test	1
PCBP4	YBR233W	ORTHOCC_6C2A220F5EB9817A	test	0
PCID2	YJR084W	ORTHOCC_77BEF29F38B5596E	train	1
PDCD5	YMR074C	ORTHOCC_5E9DE4D1CE79BB88	train	1
PDE12	YML118W	ORTHOCC_AA420F6AFE1CE7AF	test	1
PDE12	YMR285C	ORTHOCC_AA420F6AFE1CE7AF	test	1
PDIA3	YDR518W	ORTHOCC_B055B91205D5F325	test	1
PDIA4	YDR518W	ORTHOCC_B055B91205D5F325	test	1
PDK1	YIL042C	ORTHOCC_11F08A06B63601B5	train	1
PDK2	YGL059W	ORTHOCC_11F08A06B63601B5	train	1
PDK2	YIL042C	ORTHOCC_11F08A06B63601B5	train	1
PDP2	YOR090C	ORTHOCC_3AA31D895456BD4F	test	1
PDXP	YDL236W	ORTHOCC_A582F2AB2451EB72	train	1
PEMT	YJR073C	ORTHOCC_39961587A64BD533	train	1
PEX10	YDR265W	ORTHOCC_A15A78401F3E2682	train	1
PEX2	YJL210W	ORTHOCC_4F092E59A924868A	train	1
PEX5	YDR244W	ORTHOCC_C8B82FD783BEBE45	validation	1
PFKL	YGR240C	ORTHOCC_FDAF92D818955F6C	validation	1
PFKL	YMR205C	ORTHOCC_FDAF92D818955F6C	validation	1
PFKM	YGR240C	ORTHOCC_FDAF92D818955F6C	validation	1
PFKM	YMR205C	ORTHOCC_FDAF92D818955F6C	validation	1
PFKP	YGR240C	ORTHOCC_FDAF92D818955F6C	validation	1
PFKP	YMR205C	ORTHOCC_FDAF92D818955F6C	validation	1
PGLS	YNR034W	ORTHOCC_B83940FFEDA295BF	train	1
PGP	YDL236W	ORTHOCC_A582F2AB2451EB72	train	1
PHKG2	YFR014C	ORTHOCC_FC2A831934179450	train	1
PIF1	YHR031C	ORTHOCC_43517B48B4F0E58A	train	1
PIF1	YML061C	ORTHOCC_43517B48B4F0E58A	train	1
PIK3R4	YBR097W	ORTHOCC_67403E1066A3D396	validation	1
PIKFYVE	YFR019W	ORTHOCC_B49E477F358E2137	train	1
PITX1	YDR451C	ORTHOCC_37238DD838781884	test	1
PITX1	YML027W	ORTHOCC_37238DD838781884	test	1
PITX3	YDR451C	ORTHOCC_37238DD838781884	test	1
PITX3	YML027W	ORTHOCC_37238DD838781884	test	1
PLAA	YKL213C	ORTHOCC_65EF34572911FD12	validation	1
PLCD1	YPL268W	ORTHOCC_11EDB635B1C51783	train	1
PLCD3	YPL268W	ORTHOCC_11EDB635B1C51783	train	1
PLCG1	YPL268W	ORTHOCC_11EDB635B1C51783	train	1
PLCL2	YPL268W	ORTHOCC_11EDB635B1C51783	train	1
PMS2	YNL082W	ORTHOCC_2D2F9AC9BDA34FAD	train	1
POLB	YCR014C	ORTHOCC_6AE9F27DCED76D39	train	1
POLE3	YBL021C	ORTHOCC_25804BE11CA26677	train	1
POLE4	YJL065C	ORTHOCC_ED7D089902829F86	test	1
POLG	YOR330C	ORTHOCC_DB6BB5E6BF3674C9	train	1
POLH	YDR419W	ORTHOCC_1FD9F7D99389A488	train	1
POLL	YCR014C	ORTHOCC_6AE9F27DCED76D39	train	1
POLM	YCR014C	ORTHOCC_6AE9F27DCED76D39	train	1
POLR1E	YNL248C	ORTHOCC_325CA1224B419D50	train	1
POLR2I	YGL070C	ORTHOCC_21CAA41198382A83	test	1
PPAN	YDR312W	ORTHOCC_E9AE88FDFA140A22	train	1
PPAN	YHR066W	ORTHOCC_E9AE88FDFA140A22	train	1
PPIA	YDR155C	ORTHOCC_0B2F2135B5527C1E	train	1
PPIB	YDR155C	ORTHOCC_0B2F2135B5527C1E	train	1
PPIC	YDR155C	ORTHOCC_0B2F2135B5527C1E	train	1
PPID	YLR216C	ORTHOCC_31DB70EEF6D3C782	train	1
PPIE	YDR155C	ORTHOCC_0B2F2135B5527C1E	train	1
PPIF	YDR155C	ORTHOCC_0B2F2135B5527C1E	train	1
PPM1A	YDL006W	ORTHOCC_A7AF8E49F8F69B02	test	1
PPM1B	YBL056W	ORTHOCC_E08405BEC30C983A	validation	1
PPM1G	YBL056W	ORTHOCC_E08405BEC30C983A	validation	1
PPM1G	YER089C	ORTHOCC_E08405BEC30C983A	validation	1
PPP2CA	YDL134C	ORTHOCC_9C1733DDDEB27439	train	1
PPP2CA	YDL188C	ORTHOCC_9C1733DDDEB27439	train	1
PPP2CB	YDL134C	ORTHOCC_9C1733DDDEB27439	train	1
PPP2CB	YDL188C	ORTHOCC_9C1733DDDEB27439	train	1
PPP2R5A	YOR014W	ORTHOCC_E947F88336501802	train	1
PPP2R5C	YOR014W	ORTHOCC_E947F88336501802	train	1
PPP2R5D	YOR014W	ORTHOCC_E947F88336501802	train	1
PPP2R5E	YOR014W	ORTHOCC_E947F88336501802	train	1
PPP3CA	YLR433C	ORTHOCC_1C6992C6A865D7BE	train	1
PPP3CA	YML057W	ORTHOCC_1C6992C6A865D7BE	train	1
PPP3CB	YLR433C	ORTHOCC_1C6992C6A865D7BE	train	1
PPP3CB	YML057W	ORTHOCC_1C6992C6A865D7BE	train	1
PPP3CC	YLR433C	ORTHOCC_1C6992C6A865D7BE	train	1
PPP3CC	YML057W	ORTHOCC_1C6992C6A865D7BE	train	1
PPP3R1	YKL190W	ORTHOCC_D278ACAD527E5FE4	train	1
PPP4C	YDL047W	ORTHOCC_65AF01F76149FD04	train	1
PPP4C	YDR075W	ORTHOCC_65AF01F76149FD04	train	1
PPP4C	YNR032W	ORTHOCC_65AF01F76149FD04	train	1
PPP5C	YGR123C	ORTHOCC_F40AA115D6088DFB	train	1
PPP6C	YDL047W	ORTHOCC_65AF01F76149FD04	train	1
PPP6C	YDR075W	ORTHOCC_65AF01F76149FD04	train	1
PPP6C	YNR032W	ORTHOCC_65AF01F76149FD04	train	1
PPP6R1	YFR040W	ORTHOCC_A1C15D5A8AA9B603	test	1
PPP6R1	YGL229C	ORTHOCC_A1C15D5A8AA9B603	test	1
PPP6R1	YJL098W	ORTHOCC_A1C15D5A8AA9B603	test	1
PPP6R1	YKR028W	ORTHOCC_A1C15D5A8AA9B603	test	1
PPP6R2	YFR040W	ORTHOCC_A1C15D5A8AA9B603	test	1
PPP6R2	YGL229C	ORTHOCC_A1C15D5A8AA9B603	test	1
PPP6R2	YJL098W	ORTHOCC_A1C15D5A8AA9B603	test	1
PPP6R2	YKR028W	ORTHOCC_A1C15D5A8AA9B603	test	1
PPP6R3	YFR040W	ORTHOCC_A1C15D5A8AA9B603	test	1
PPP6R3	YGL229C	ORTHOCC_A1C15D5A8AA9B603	test	1
PPP6R3	YJL098W	ORTHOCC_A1C15D5A8AA9B603	test	1
PPP6R3	YKR028W	ORTHOCC_A1C15D5A8AA9B603	test	1
PPTC7	YHR076W	ORTHOCC_B7E175C2FD7DD46E	train	1
PRKAA1	YDR477W	ORTHOCC_BEF4430E2E54A604	validation	1
PRKAB1	YER027C	ORTHOCC_17100CEA7F6B2A8F	test	1
PRKAB1	YGL208W	ORTHOCC_17100CEA7F6B2A8F	test	1
PRKAB2	YER027C	ORTHOCC_17100CEA7F6B2A8F	test	1
PRKAB2	YGL208W	ORTHOCC_17100CEA7F6B2A8F	test	1
PRKACA	YJL164C	ORTHOCC_46800DE6CCBED400	test	1
PRKACA	YKL166C	ORTHOCC_46800DE6CCBED400	test	1
PRKACA	YPL203W	ORTHOCC_46800DE6CCBED400	test	1
PRKAG1	YGL115W	ORTHOCC_98A7692776CD564A	train	1
PRKAR1A	YIL033C	ORTHOCC_E690F8763C936C7F	train	1
PRKAR1B	YIL033C	ORTHOCC_E690F8763C936C7F	train	1
PRKAR2A	YIL033C	ORTHOCC_E690F8763C936C7F	train	1
PRKAR2B	YIL033C	ORTHOCC_E690F8763C936C7F	train	1
PRKX	YJL164C	ORTHOCC_46800DE6CCBED400	test	1
PRKX	YKL166C	ORTHOCC_46800DE6CCBED400	test	1
PRKX	YPL203W	ORTHOCC_46800DE6CCBED400	test	1
PRMT1	YBR034C	ORTHOCC_D460CF98C558243A	train	1
PSKH1	YFR014C	ORTHOCC_FC2A831934179450	train	1
PSKH1	YOL016C	ORTHOCC_FC2A831934179450	train	1
PSMA2	YGR135W	ORTHOCC_DC35E9D868A7496D	train	1
PSMA4	YGR135W	ORTHOCC_DC35E9D868A7496D	train	1
PSMA5	YGR135W	ORTHOCC_DC35E9D868A7496D	train	0
PSMA7	YGR135W	ORTHOCC_DC35E9D868A7496D	train	1
PSMC3IP	YGL033W	ORTHOCC_2B3762781A462121	train	1
PSMD10	YGR232W	ORTHOCC_4E93F1581146F91C	train	1
PSMD4	YHR200W	ORTHOCC_45FD726058B90B76	train	1
PSME4	YFL007W	ORTHOCC_12BD80FBF869845F	train	1
PSPH	YGR208W	ORTHOCC_7705E6FB1DE2586C	train	1
PTPA	YIL153W	ORTHOCC_955572BAF5FA96B9	test	1
PTPN1	YDL230W	ORTHOCC_63CACED3DA7F6E92	validation	1
PTPN2	YDL230W	ORTHOCC_63CACED3DA7F6E92	validation	1
PTRH2	YBL057C	ORTHOCC_74116BD036E5D36B	train	1
PUS1	YPL212C	ORTHOCC_EFA784FD1908511B	train	1
PUS3	YFL001W	ORTHOCC_C1D1B6F0AC3E0881	train	1
PUS7	YOR243C	ORTHOCC_DC5F620246F22E42	train	1
PYGB	YPR160W	ORTHOCC_7B1CD38CF7F9C9D8	train	1
PYGL	YPR160W	ORTHOCC_7B1CD38CF7F9C9D8	train	1
QRSL1	YMR293C	ORTHOCC_159A7E22012C681F	validation	1
RAB10	YER031C	ORTHOCC_55716E8CBB106491	train	1
RAB11A	YER031C	ORTHOCC_55716E8CBB106491	train	1
RAB11B	YER031C	ORTHOCC_55716E8CBB106491	train	1
RAB12	YER031C	ORTHOCC_55716E8CBB106491	train	1
RAB13	YER031C	ORTHOCC_55716E8CBB106491	train	1
RAB14	YER031C	ORTHOCC_55716E8CBB106491	train	1
RAB18	YER031C	ORTHOCC_55716E8CBB106491	train	1
RAB1A	YER031C	ORTHOCC_55716E8CBB106491	train	1
RAB1B	YER031C	ORTHOCC_55716E8CBB106491	train	1
RAB24	YER031C	ORTHOCC_55716E8CBB106491	train	1
RAB2A	YER031C	ORTHOCC_55716E8CBB106491	train	1
RAB2B	YER031C	ORTHOCC_55716E8CBB106491	train	1
RAB30	YER031C	ORTHOCC_55716E8CBB106491	train	1
RAB31	YER031C	ORTHOCC_55716E8CBB106491	train	1
RAB35	YER031C	ORTHOCC_55716E8CBB106491	train	1
RAB4A	YER031C	ORTHOCC_55716E8CBB106491	train	1
RAB4B	YER031C	ORTHOCC_55716E8CBB106491	train	1
RAB5A	YER031C	ORTHOCC_55716E8CBB106491	train	1
RAB5B	YER031C	ORTHOCC_55716E8CBB106491	train	1
RAB5C	YER031C	ORTHOCC_55716E8CBB106491	train	1
RAB6A	YLR262C	ORTHOCC_A072E81C22319786	train	1
RAB7A	YML001W	ORTHOCC_E0B5A0248D740BC6	train	1
RAB7A	YOR185C	ORTHOCC_E0B5A0248D740BC6	train	1
RAB8A	YER031C	ORTHOCC_55716E8CBB106491	train	1
RAB8B	YER031C	ORTHOCC_55716E8CBB106491	train	1
RAB9A	YML001W	ORTHOCC_E0B5A0248D740BC6	train	1
RAB9A	YOR185C	ORTHOCC_E0B5A0248D740BC6	train	1
RABGEF1	YML097C	ORTHOCC_AF00D41DF984C7EB	validation	1
RACK1	YMR116C	ORTHOCC_E8C1B12907B5D950	train	1
RAD18	YCR066W	ORTHOCC_42C8EEAB1AC302B6	train	1
RAD23A	YEL037C	ORTHOCC_4CCD75F2D9B3A18B	test	1
RAD23B	YEL037C	ORTHOCC_4CCD75F2D9B3A18B	test	1
RAD50	YNL250W	ORTHOCC_814B71E8C986DC83	train	1
RAD54L	YGL163C	ORTHOCC_A88A8F95C0F8C2E6	train	1
RAN	YOR185C	ORTHOCC_E0B5A0248D740BC6	train	1
RAP1A	YGR152C	ORTHOCC_3497757475FF17C1	train	1
RAP1B	YGR152C	ORTHOCC_3497757475FF17C1	train	1
RAP2A	YGR152C	ORTHOCC_3497757475FF17C1	train	1
RAP2B	YGR152C	ORTHOCC_3497757475FF17C1	train	1
RAP2C	YGR152C	ORTHOCC_3497757475FF17C1	train	1
RAX	YDR451C	ORTHOCC_37238DD838781884	test	1
RAX	YML027W	ORTHOCC_37238DD838781884	test	1
RAX2	YDR451C	ORTHOCC_37238DD838781884	test	1
RAX2	YML027W	ORTHOCC_37238DD838781884	test	1
RBBP4	YEL056W	ORTHOCC_D57B97A8AB309966	train	1
RBBP5	YAR003W	ORTHOCC_EDBFAF344A858DA7	validation	1
RBBP7	YEL056W	ORTHOCC_D57B97A8AB309966	train	1
RBM34	YOL041C	ORTHOCC_85D237101F3AB78E	train	1
RCE1	YMR274C	ORTHOCC_BBF3EFAD1D1C3FF5	train	1
REV1	YOR346W	ORTHOCC_39144DEB775191F3	train	1
REV3L	YPL167C	ORTHOCC_5CE6E68C40A04942	train	1
REXO2	YLR059C	ORTHOCC_FB12A221CDBC9713	train	1
RFX2	YLR176C	ORTHOCC_BC683DFAB063AADC	train	1
RHAG	YNL142W	ORTHOCC_513AB49C003FFAF7	train	1
RHCE	YNL142W	ORTHOCC_513AB49C003FFAF7	train	1
RHD	YNL142W	ORTHOCC_513AB49C003FFAF7	train	1
RMND5A	YDR255C	ORTHOCC_759543A68C59AF1E	validation	1
RMND5B	YDR255C	ORTHOCC_759543A68C59AF1E	validation	1
RNASEH1	YMR234W	ORTHOCC_99245549EBA10E75	validation	1
RNASEH2A	YNL072W	ORTHOCC_E3629512DE6C3D22	test	1
RNF10	YLR427W	ORTHOCC_73300E15AC32B728	train	1
RNF14	YML068W	ORTHOCC_B8FB0FAF26562DDB	train	1
RNF20	YDL074C	ORTHOCC_21E6E684BC090BA7	train	1
RNF40	YDL074C	ORTHOCC_21E6E684BC090BA7	train	1
RPL13A	YIL133C	ORTHOCC_4B8AE3680699832B	train	1
RPL38	YLR325C	ORTHOCC_AC0B7B411B74C4C5	train	1
RPS21	YKR057W	ORTHOCC_EF0AE2CFA672C3A0	validation	1
RPS6KA3	YKL126W	ORTHOCC_6B1910E7E86BEC1A	train	1
RPS6KA3	YMR104C	ORTHOCC_6B1910E7E86BEC1A	train	1
RPS6KB1	YKL126W	ORTHOCC_6B1910E7E86BEC1A	train	1
RPS6KB1	YMR104C	ORTHOCC_6B1910E7E86BEC1A	train	1
RPS6KB2	YKL126W	ORTHOCC_6B1910E7E86BEC1A	train	1
RPS6KB2	YMR104C	ORTHOCC_6B1910E7E86BEC1A	train	1
RPSA	YLR048W	ORTHOCC_22DF0D9EC95DFE0E	train	1
RPUSD2	YDL036C	ORTHOCC_2DF7F87B16853DF2	validation	1
RRAGA	YML121W	ORTHOCC_B8319415C4BBDA24	train	1
RRAGB	YML121W	ORTHOCC_B8319415C4BBDA24	train	1
RRAS	YNL098C	ORTHOCC_69862BE9A3F46E0A	train	1
RRAS	YOR101W	ORTHOCC_69862BE9A3F46E0A	train	1
RRAS2	YNL098C	ORTHOCC_69862BE9A3F46E0A	train	1
RRAS2	YOR101W	ORTHOCC_69862BE9A3F46E0A	train	1
RTF1	YGL244W	ORTHOCC_1262A927FD94F73A	train	1
RTN4IP1	YMR152W	ORTHOCC_B454F92498E11F1F	train	1
SACM1L	YKL212W	ORTHOCC_6807D9DA87B90305	train	1
SCYL1	YOR112W	ORTHOCC_69124CD8F494E5F7	train	1
SCYL2	YGL083W	ORTHOCC_AA89456453808A32	train	1
SEC24A	YNL049C	ORTHOCC_D4EBD59BC8EACCE9	validation	1
SEC24B	YNL049C	ORTHOCC_D4EBD59BC8EACCE9	validation	1
SEC24C	YNL049C	ORTHOCC_D4EBD59BC8EACCE9	validation	1
SEC24D	YNL049C	ORTHOCC_D4EBD59BC8EACCE9	validation	1
SEH1L	YGL100W	ORTHOCC_5968EE0F544242D7	train	1
SEL1L	YLR207W	ORTHOCC_13199575063A4336	train	1
SELENOI	YNL130C	ORTHOCC_69E243BDBE806160	train	1
SET	YNL246W	ORTHOCC_DDB4B6697D55F364	test	1
SETD6	YDR257C	ORTHOCC_CC4EDFC8187610B2	train	1
SGK1	YKL126W	ORTHOCC_6B1910E7E86BEC1A	train	1
SGK1	YMR104C	ORTHOCC_6B1910E7E86BEC1A	train	1
SGK3	YKL126W	ORTHOCC_6B1910E7E86BEC1A	train	0
SGK3	YMR104C	ORTHOCC_6B1910E7E86BEC1A	train	0
SGTA	YOR007C	ORTHOCC_1CDEC423EB74E85F	train	1
SGTB	YOR007C	ORTHOCC_1CDEC423EB74E85F	train	1
SHOX	YDR451C	ORTHOCC_37238DD838781884	test	1
SHOX	YML027W	ORTHOCC_37238DD838781884	test	1
SHOX2	YDR451C	ORTHOCC_37238DD838781884	test	1
SHOX2	YML027W	ORTHOCC_37238DD838781884	test	1
SIGMAR1	YMR202W	ORTHOCC_E0CD20E577FFB5CB	train	1
SIN3A	YOL004W	ORTHOCC_C7E53BB988882F97	validation	1
SIN3B	YOL004W	ORTHOCC_C7E53BB988882F97	validation	1
SIRT2	YPL015C	ORTHOCC_65D8AA3E02B26FB3	validation	1
SIRT3	YPL015C	ORTHOCC_65D8AA3E02B26FB3	validation	1
SLC15A4	YKR093W	ORTHOCC_3C10599BB31508F5	test	1
SMAP2	YNL204C	ORTHOCC_68C1BA0DA0F6CBE6	train	1
SMARCA1	YBR245C	ORTHOCC_4CD90B5A7E10D399	train	1
SMARCA1	YOR304W	ORTHOCC_4CD90B5A7E10D399	train	1
SMARCA2	YOR290C	ORTHOCC_6782290A87F3AA58	train	1
SMARCA4	YOR290C	ORTHOCC_6782290A87F3AA58	train	1
SMARCA5	YBR245C	ORTHOCC_4CD90B5A7E10D399	train	1
SMARCA5	YOR304W	ORTHOCC_4CD90B5A7E10D399	train	1
SMARCC1	YJL176C	ORTHOCC_556E0CA88DC1FC32	train	1
SMARCC2	YJL176C	ORTHOCC_556E0CA88DC1FC32	train	1
SMARCD1	YNR023W	ORTHOCC_D08FEB555A30E9B4	train	1
SMARCD2	YNR023W	ORTHOCC_D08FEB555A30E9B4	train	1
SMARCD3	YNR023W	ORTHOCC_D08FEB555A30E9B4	train	1
SMYD5	YHR207C	ORTHOCC_BAC42D6989F791A1	train	1
SNF8	YPL002C	ORTHOCC_301EE5C011FD70BD	train	1
SNRPA1	YPL213W	ORTHOCC_D8F3D949DBB5CB61	train	1
SPHK1	YLR260W	ORTHOCC_CA2492C0D2566024	train	1
SPHK1	YOR171C	ORTHOCC_CA2492C0D2566024	train	1
SPHK2	YLR260W	ORTHOCC_CA2492C0D2566024	train	1
SPHK2	YOR171C	ORTHOCC_CA2492C0D2566024	train	1
SPOUT1	YGR283C	ORTHOCC_C69C8B1DBF5EBA90	test	1
SPOUT1	YMR310C	ORTHOCC_C69C8B1DBF5EBA90	test	1
SRPK1	YMR216C	ORTHOCC_77EDB0ACDB17C49B	train	1
SRPK2	YMR216C	ORTHOCC_77EDB0ACDB17C49B	train	1
SRRM1	YMR273C	ORTHOCC_E8E981612B43801E	train	1
SRSF4	YDR432W	ORTHOCC_354E7B8CEBD033C7	test	1
SRSF4	YLL046C	ORTHOCC_354E7B8CEBD033C7	test	1
SRSF4	YNL004W	ORTHOCC_354E7B8CEBD033C7	test	1
SRSF5	YDR432W	ORTHOCC_354E7B8CEBD033C7	test	1
SRSF5	YLL046C	ORTHOCC_354E7B8CEBD033C7	test	1
SRSF5	YNL004W	ORTHOCC_354E7B8CEBD033C7	test	1
SRSF6	YDR432W	ORTHOCC_354E7B8CEBD033C7	test	1
SRSF6	YLL046C	ORTHOCC_354E7B8CEBD033C7	test	1
SRSF6	YNL004W	ORTHOCC_354E7B8CEBD033C7	test	1
SRXN1	YKL086W	ORTHOCC_A87EE6474C23A415	train	1
STAM	YHL002W	ORTHOCC_23BFC21E6391EF4F	train	1
STAM2	YHL002W	ORTHOCC_23BFC21E6391EF4F	train	1
STIP1	YOR027W	ORTHOCC_3E1E5B29FF11C387	validation	1
STK16	YPL236C	ORTHOCC_3F19FEF776B21B9F	train	1
STK24	YDR523C	ORTHOCC_B29642E1B55E06C2	train	1
STK25	YDR523C	ORTHOCC_B29642E1B55E06C2	train	1
STK3	YDR523C	ORTHOCC_B29642E1B55E06C2	train	1
STK4	YDR523C	ORTHOCC_B29642E1B55E06C2	train	1
STX1A	YPL046C	ORTHOCC_23274EBBBDD1AE51	train	1
STX2	YPL046C	ORTHOCC_23274EBBBDD1AE51	train	1
STX3	YPL046C	ORTHOCC_23274EBBBDD1AE51	train	1
STX4	YPL046C	ORTHOCC_23274EBBBDD1AE51	train	1
SUPT3H	YDR392W	ORTHOCC_CA1EDCBC716D949A	train	1
SUPT4H1	YGR063C	ORTHOCC_FE781658304CB24A	train	1
SYNJ2	YNL106C	ORTHOCC_7EF51C88E1C6A73F	train	1
TACO1	YGR021W	ORTHOCC_CF604DC330A34668	train	1
TADA2A	YDR448W	ORTHOCC_7D18F5688ED27DB0	train	1
TADA2B	YDR448W	ORTHOCC_7D18F5688ED27DB0	train	1
TAOK1	YDR507C	ORTHOCC_31EA8CE7564AC2B4	train	1
TATDN1	YBL055C	ORTHOCC_333F01CC7FF1F3A5	train	1
TBL1X	YBR103W	ORTHOCC_8805107557ADF605	train	1
TBL1XR1	YBR103W	ORTHOCC_8805107557ADF605	train	1
TCEA1	YGL043W	ORTHOCC_B42B43DC46F4C104	train	1
TCEA2	YGL043W	ORTHOCC_B42B43DC46F4C104	train	1
TDP1	YBR223C	ORTHOCC_C72F6EC1579350C5	train	1
TENT4A	YNL299W	ORTHOCC_9E12141A9616F582	test	0
TENT4A	YOL115W	ORTHOCC_9E12141A9616F582	test	0
TENT4B	YNL299W	ORTHOCC_9E12141A9616F582	test	1
TENT4B	YOL115W	ORTHOCC_9E12141A9616F582	test	1
TFE3	YOR032C	ORTHOCC_0027DF677A79404F	train	1
TFEB	YOR032C	ORTHOCC_0027DF677A79404F	train	1
TFEC	YJR060W	ORTHOCC_8825AE88407417EE	validation	1
TGOLN2	YKR092C	ORTHOCC_8C2FD38022229CBF	train	1
THOC3	YNL253W	ORTHOCC_8CA94266B6F5D6B0	train	1
THUMPD1	YGL232W	ORTHOCC_D9C45BAE8DD19475	train	1
TIA1	YNL016W	ORTHOCC_1493407A2B8EC871	train	1
TIAL1	YNL016W	ORTHOCC_1493407A2B8EC871	train	1
TIPRL	YPR040W	ORTHOCC_2059748522B3FE26	train	1
TLE4	YCR084C	ORTHOCC_36797B5E16467534	validation	1
TMEM30A	YNL323W	ORTHOCC_A7DACCC8516FBAEB	train	1
TOP1	YOL006C	ORTHOCC_576D21D099958AC8	validation	1
TOP1MT	YOL006C	ORTHOCC_576D21D099958AC8	validation	1
TOP3A	YLR234W	ORTHOCC_37F94D16FDCFC79E	test	1
TPR	YIL149C	ORTHOCC_8305242AE153D812	train	1
TPR	YKR095W	ORTHOCC_8305242AE153D812	train	1
TPRKB	YML036W	ORTHOCC_B9EE632B3EE935B5	train	1
TRIP12	YKL010C	ORTHOCC_FD675B8FF2D5C776	train	1
TRIP13	YBR186W	ORTHOCC_D77908145137413F	train	1
TRMT1	YDR120C	ORTHOCC_55BA09F8CBA61357	train	1
TRMT10A	YOL093W	ORTHOCC_8C94C777CE132388	train	1
TRMT10B	YOL093W	ORTHOCC_8C94C777CE132388	train	1
TSPYL5	YNL246W	ORTHOCC_DDB4B6697D55F364	test	1
TSR2	YLR435W	ORTHOCC_BA3BD924BE1A8742	validation	1
TST	YOR251C	ORTHOCC_71516C7A437CA5CD	train	1
TTC1	YOR007C	ORTHOCC_1CDEC423EB74E85F	train	1
TTF2	YBR114W	ORTHOCC_032DD08B89625865	train	1
TUBA1A	YML124C	ORTHOCC_2618E990E169542B	train	1
TUBA1B	YML124C	ORTHOCC_2618E990E169542B	train	1
TUBA1C	YML124C	ORTHOCC_2618E990E169542B	train	1
TUBA3D	YML124C	ORTHOCC_2618E990E169542B	train	0
TUBA4A	YML124C	ORTHOCC_2618E990E169542B	train	1
TUBB	YML124C	ORTHOCC_2618E990E169542B	train	1
TUBB2A	YML124C	ORTHOCC_2618E990E169542B	train	1
TUBB2B	YML124C	ORTHOCC_2618E990E169542B	train	1
