yeast_systematic	yeast_common	yeast_uniprot	yeast_omaid	human_symbol	human_uniprot	human_omaid	ortholog_type	score	distance	is_main_isoform_pair	source
YDR507C	GIN4	Q12263	YEAST01240	TAOK1	Q7L7X3	HUMAN32703	1:n	279.7200012207031	226.0	yes	OMA All.May2026 (API)
YDR371W	CTS2	Q06350	YEAST01243	CHIT1	Q13231	HUMAN54251	1:n	346.1199951171875	134.0	yes	OMA All.May2026 (API)
YDR371W	CTS2	Q06350	YEAST01243	CHI3L1	P36222	HUMAN54249	1:n	358.7200012207031	146.0	yes	OMA All.May2026 (API)
YDR371W	CTS2	Q06350	YEAST01243	CHIA	Q9BZP6	HUMAN51293	1:n	412.6600036621094	147.0	yes	OMA All.May2026 (API)
YDR335W	MSN5	P52918	YEAST01247	XPO5	Q9HAV4	HUMAN84959	1:1	355.1300048828125	229.0	yes	OMA All.May2026 (API)
YDR364C	CDC40	P40968	YEAST01252	CDC40	O60508	HUMAN86080	1:1	1028.8599853515625	111.0	yes	OMA All.May2026 (API)
YDL156W	CMR1	Q12510	YEAST01256	WDR76	Q9H967	HUMAN22765	1:1	321.4200134277344	163.0	yes	OMA All.May2026 (API)
YDL168W	SFA1	P32771	YEAST01261	ADH1A	P07327	HUMAN76694	1:n	1332.9599609375	86.0	yes	OMA All.May2026 (API)
YDL168W	SFA1	P32771	YEAST01261	ADH1C	P00326	HUMAN76699	1:n	1352.780029296875	85.0	yes	OMA All.May2026 (API)
YDL168W	SFA1	P32771	YEAST01261	ADH4	P08319	HUMAN76680	1:n	1359.9200439453125	80.0	yes	OMA All.May2026 (API)
YDL168W	SFA1	P32771	YEAST01261	ADH1B	P00325	HUMAN76695	1:n	1379.719970703125	84.0	yes	OMA All.May2026 (API)
YDL168W	SFA1	P32771	YEAST01261	ADH5	P11766	HUMAN76673	1:n	2119.409912109375	49.0	yes	OMA All.May2026 (API)
YDR107C	TMN2	Q04562	YEAST01267	TM9SF2	Q99805	HUMAN17500	m:n	1505.0799560546875	112.0	yes	OMA All.May2026 (API)
YDR107C	TMN2	Q04562	YEAST01267	TM9SF4	Q92544	HUMAN56465	m:n	1515.0999755859375	114.0	yes	OMA All.May2026 (API)
YDL030W	PRP9	P19736	YEAST01269	SF3A3	Q12874	HUMAN48947	1:1	509.9100036621094	133.0	yes	OMA All.May2026 (API)
YDL084W	SUB2	Q07478	YEAST01271	DDX39B	Q13838	HUMAN83893	1:1	2620.860107421875	38.58290100097656	yes	OMA All.May2026 (API)
YDR285W	ZIP1	P31111	YEAST01274	SYCP1	Q15431	HUMAN51467	1:1	244.7899932861328	171.0	yes	OMA All.May2026 (API)
YDR009W	GAL3	P13045	YEAST01278	GALK2	Q01415	HUMAN23005	m:1	838.1599731445312	100.0	yes	OMA All.May2026 (API)
YDR312W	SSF2	Q12153	YEAST01284	PPAN	Q9NQ55	HUMAN40572	m:1	810.260009765625	92.0	yes	OMA All.May2026 (API)
YDL061C	RPS29B	P41058	YEAST01285	RPS29	P62273	HUMAN19247	m:1	375.6400146484375	45.0	yes	OMA All.May2026 (API)
YDL040C	NAT1	P12945	YEAST01286	NAA16	Q6N069	HUMAN16863	1:n	1148.4200439453125	128.0	yes	OMA All.May2026 (API)
YDL040C	NAT1	P12945	YEAST01286	NAA15	Q9BXJ9	HUMAN77440	1:n	1150.239990234375	123.0	yes	OMA All.May2026 (API)
YDR190C	RVB1	Q03940	YEAST01290	RUVBL1	Q9Y265	HUMAN72120	1:1	3014.429931640625	34.56760025024414	yes	OMA All.May2026 (API)
YDL064W	UBC9	P50623	YEAST01291	UBE2I	H3BQQ9	HUMAN25629	1:1	852.6599731445312	60.0	yes	OMA All.May2026 (API)
YDR402C	DIT2	P21595	YEAST01299	CYP2J2	P51589	HUMAN50135	1:n	188.36000061035156	201.0	yes	OMA All.May2026 (API)
YDR402C	DIT2	P21595	YEAST01299	CYP4F12	Q9HCS2	HUMAN41545	1:n	247.89999389648438	181.0	yes	OMA All.May2026 (API)
YDR402C	DIT2	P21595	YEAST01299	CYP4F2	P78329	HUMAN41556	1:n	260.82000732421875	179.0	yes	OMA All.May2026 (API)
YDR402C	DIT2	P21595	YEAST01299	CYP4F8	P98187	HUMAN41535	1:n	272.2200012207031	178.0	yes	OMA All.May2026 (API)
YDR450W	RPS18A	P0CX55	YEAST01300	RPS18	P62269	HUMAN84291	m:1	1031.219970703125	33.08100128173828	yes	OMA All.May2026 (API)
YDR376W	ARH1	P48360	YEAST01301	FDXR	A0A0A0MT64	HUMAN36086	1:1	743.77001953125	120.0	yes	OMA All.May2026 (API)
YDR189W	SLY1	P22213	YEAST01304	SCFD1	Q8WVM8	HUMAN18890	1:1	1300.3800048828125	117.0	yes	OMA All.May2026 (API)
YDR188W	CCT6	P39079	YEAST01307	CCT6B	Q92526	HUMAN32947	1:n	2418.780029296875	59.0	yes	OMA All.May2026 (API)
YDR188W	CCT6	P39079	YEAST01307	CCT6A	P40227	HUMAN89067	1:n	2587.7099609375	55.0	yes	OMA All.May2026 (API)
YDR226W	ADK1	P07170	YEAST01310	AK2	P54819	HUMAN48739	1:1	1118.530029296875	54.0	yes	OMA All.May2026 (API)
YDL205C	HEM3	P28789	YEAST01312	HMBS	P08397	HUMAN09781	1:1	897.9400024414062	91.0	yes	OMA All.May2026 (API)
YDL108W	KIN28	P06242	YEAST01316	CDK7	P50613	HUMAN79466	1:1	1118.1199951171875	79.0	yes	OMA All.May2026 (API)
YDL147W	RPN5	Q12250	YEAST01318	PSMD12	O00232	HUMAN35801	1:1	1446.050048828125	88.0	yes	OMA All.May2026 (API)
YDL081C	RPP1A	P05318	YEAST01319	RPLP1	P05386	HUMAN23877	m:1	320.0199890136719	79.0	yes	OMA All.May2026 (API)
YDR283C	GCN2	P15442	YEAST01320	EIF2AK4	Q9P2K8	HUMAN22231	1:1	1274.719970703125	161.0	yes	OMA All.May2026 (API)
YDR486C	VPS60	Q03390	YEAST01329	CHMP5	Q9NZZ3	HUMAN96730	1:1	403.80999755859375	108.0	yes	OMA All.May2026 (API)
YDR390C	UBA2	P52488	YEAST01332	UBA2	Q9UBT2	HUMAN42537	1:1	1110.1500244140625	119.0	yes	OMA All.May2026 (API)
YDL178W	DLD2	P46681	YEAST01346	D2HGDH	Q8N465	HUMAN68105	m:1	2017.489990234375	68.0	yes	OMA All.May2026 (API)
YDR484W	VPS52	P39904	YEAST01347	VPS52	Q8N1B4	HUMAN84290	1:1	341.55999755859375	183.0	yes	OMA All.May2026 (API)
YDL192W	ARF1	P11076	YEAST01349	ARF3	P61204	HUMAN12383	m:n	1447.3800048828125	22.272199630737305	yes	OMA All.May2026 (API)
YDL192W	ARF1	P11076	YEAST01349	ARF1	A0A8V8TNZ5	HUMAN55035	m:n	1478.280029296875	22.767099380493164	yes	OMA All.May2026 (API)
YDR368W	YPR1	Q12458	YEAST01357	AKR1D1	P51857	HUMAN91495	m:n	654.3099975585938	98.0	yes	OMA All.May2026 (API)
YDR368W	YPR1	Q12458	YEAST01357	AKR1E2	Q96JD6	HUMAN00092	m:n	680.5700073242188	106.0	yes	OMA All.May2026 (API)
YDR368W	YPR1	Q12458	YEAST01357	AKR1C3	P42330	HUMAN00109	m:n	708.1799926757812	92.0	yes	OMA All.May2026 (API)
YDR368W	YPR1	Q12458	YEAST01357	AKR1C8	Q5T2L2	HUMAN00110	m:n	726.7899780273438	96.0	yes	OMA All.May2026 (API)
YDR368W	YPR1	Q12458	YEAST01357	AKR1C1	Q04828	HUMAN00099	m:n	728.6900024414062	92.0	yes	OMA All.May2026 (API)
YDR368W	YPR1	Q12458	YEAST01357	AKR1C2	P52895	HUMAN00102	m:n	737.1400146484375	91.0	yes	OMA All.May2026 (API)
YDR368W	YPR1	Q12458	YEAST01357	AKR1B10	O60218	HUMAN91416	m:n	772.9600219726562	90.0	yes	OMA All.May2026 (API)
YDR368W	YPR1	Q12458	YEAST01357	AKR1A1	P14550	HUMAN49596	m:n	788.9000244140625	93.0	yes	OMA All.May2026 (API)
YDR368W	YPR1	Q12458	YEAST01357	AKR1B1	P15121	HUMAN91413	m:n	816.72998046875	82.0	yes	OMA All.May2026 (API)
YDL060W	TSR1	Q07381	YEAST01364	TSR1	Q2NL82	HUMAN30751	1:1	1118.8599853515625	135.0	yes	OMA All.May2026 (API)
YDL126C	CDC48	P25694	YEAST01369	VCP	P55072	HUMAN96882	1:1	5486.89990234375	33.81610107421875	yes	OMA All.May2026 (API)
YDR345C	HXT3	P32466	YEAST01371	SLC2A10	O95528	HUMAN57391	m:n	345.05999755859375	173.0	yes	OMA All.May2026 (API)
YDR345C	HXT3	P32466	YEAST01371	SLC2A9	Q9NRM0	HUMAN74893	m:n	385.6199951171875	184.0	yes	OMA All.May2026 (API)
YDR345C	HXT3	P32466	YEAST01371	SLC2A6	Q9UGQ3	HUMAN99148	m:n	436.6000061035156	169.0	yes	OMA All.May2026 (API)
YDR345C	HXT3	P32466	YEAST01371	SLC2A12	Q8TD20	HUMAN86606	m:n	441.3999938964844	160.0	yes	OMA All.May2026 (API)
YDR345C	HXT3	P32466	YEAST01371	SLC2A4	P14672	HUMAN31341	m:n	458.0199890136719	174.0	yes	OMA All.May2026 (API)
YDR345C	HXT3	P32466	YEAST01371	SLC2A5	P22732	HUMAN47323	m:n	474.8299865722656	165.0	yes	OMA All.May2026 (API)
YDR345C	HXT3	P32466	YEAST01371	SLC2A13	Q96QE2	HUMAN12013	m:n	475.3699951171875	159.0	yes	OMA All.May2026 (API)
YDR345C	HXT3	P32466	YEAST01371	SLC2A7	Q6PXP3	HUMAN47322	m:n	486.44000244140625	155.0	yes	OMA All.May2026 (API)
YDR345C	HXT3	P32466	YEAST01371	SLC2A3	P11169	HUMAN10977	m:n	495.3299865722656	168.0	yes	OMA All.May2026 (API)
YDR345C	HXT3	P32466	YEAST01371	SLC2A1	P11166	HUMAN49272	m:n	515.8400268554688	171.0	yes	OMA All.May2026 (API)
YDR345C	HXT3	P32466	YEAST01371	SLC2A2	P11168	HUMAN73390	m:n	517.6799926757812	158.0	yes	OMA All.May2026 (API)
YDR345C	HXT3	P32466	YEAST01371	SLC2A8	Q9NY64	HUMAN98489	m:n	568.5	151.0	yes	OMA All.May2026 (API)
YDR282C	MRX10	Q05648	YEAST01379	RMND1	Q9NWS8	HUMAN87030	1:1	475.05999755859375	146.0	yes	OMA All.May2026 (API)
YDR170C	SEC7	P11075	YEAST01380	ARFGEF1	Q9Y6D6	HUMAN94173	1:n	2656.530029296875	121.0	yes	OMA All.May2026 (API)
YDR170C	SEC7	P11075	YEAST01380	ARFGEF2	Q9Y6D5	HUMAN57430	1:n	2690.81005859375	121.0	yes	OMA All.May2026 (API)
YDR500C	RPL37B	P51402	YEAST01385	RPL37	D6RG19	HUMAN78988	m:1	520.1400146484375	42.12860107421875	yes	OMA All.May2026 (API)
YDR301W	CFT1	Q06632	YEAST01390	CPSF1	Q10570	HUMAN96102	1:1	749.9199829101562	186.0	yes	OMA All.May2026 (API)
YDR511W	SDH7	Q04401	YEAST01398	SDHAF3	Q9NRP4	HUMAN90038	1:1	188.50999450683594	110.0	yes	OMA All.May2026 (API)
YDR519W	FPR2	P32472	YEAST01399	FKBP2	P26885	HUMAN06837	1:1	502.8999938964844	58.0	yes	OMA All.May2026 (API)
YDR454C	GUK1	P15454	YEAST01404	GUK1	Q16774	HUMAN55065	1:1	745.6699829101562	68.0	yes	OMA All.May2026 (API)
YDR013W	PSF1	Q12488	YEAST01405	GINS1	Q14691	HUMAN56382	1:1	200.8300018310547	152.0	yes	OMA All.May2026 (API)
YDL130W	RPP1B	P10622	YEAST01409	RPLP1	P05386	HUMAN23877	m:1	293.3599853515625	89.0	yes	OMA All.May2026 (API)
YDR140W	MTQ2	Q03920	YEAST01413	HEMK2	Q9Y5N5	HUMAN58166	1:1	353.2200012207031	115.0	yes	OMA All.May2026 (API)
YDR062W	LCB2	P40970	YEAST01416	SPTLC3	Q9NUV7	HUMAN56121	1:n	1722.760009765625	85.0	yes	OMA All.May2026 (API)
YDR062W	LCB2	P40970	YEAST01416	SPTLC2	O15270	HUMAN20521	1:n	1867.0899658203125	78.0	yes	OMA All.May2026 (API)
YDL226C	GCS1	P35197	YEAST01426	ARFGAP1	Q8N6T3	HUMAN57872	1:1	475.1099853515625	115.0	yes	OMA All.May2026 (API)
YDL134C	PPH21	P23594	YEAST01428	PPP2CA	P67775	HUMAN80783	m:n	2439.590087890625	28.993900299072266	yes	OMA All.May2026 (API)
YDL134C	PPH21	P23594	YEAST01428	PPP2CB	P62714	HUMAN93310	m:n	2442.85009765625	29.638200759887695	yes	OMA All.May2026 (API)
YDR117C	TMA64	Q04600	YEAST01429	EIF2D	P41214	HUMAN54463	1:1	338.7799987792969	170.0	yes	OMA All.May2026 (API)
YDL238C	GUD1	Q07729	YEAST01434	GDA	Q9Y2T3	HUMAN97271	1:1	1163.9200439453125	88.0	yes	OMA All.May2026 (API)
YDR529C	QCR7	P00128	YEAST01435	UQCRB	P14927	HUMAN94813	1:1	243.44000244140625	104.0	yes	OMA All.May2026 (API)
YDL137W	ARF2	P19146	YEAST01445	ARF3	P61204	HUMAN12383	m:n	1441.780029296875	22.767099380493164	yes	OMA All.May2026 (API)
YDL137W	ARF2	P19146	YEAST01445	ARF1	A0A8V8TNZ5	HUMAN55035	m:n	1485.530029296875	22.767099380493164	yes	OMA All.May2026 (API)
YDR021W	FAL1	Q12099	YEAST01453	EIF4A2	Q14240	HUMAN73927	m:n	2075.85009765625	51.0	yes	OMA All.May2026 (API)
YDR021W	FAL1	Q12099	YEAST01453	EIF4A1	P60842	HUMAN31446	m:n	2092.419921875	50.0	yes	OMA All.May2026 (API)
YDR021W	FAL1	Q12099	YEAST01453	EIF4A3	P38919	HUMAN36790	m:n	2295.5400390625	47.0	yes	OMA All.May2026 (API)
YDR424C	DYN2	Q02647	YEAST01459	DYNLL2	Q96FJ2	HUMAN35192	1:n	403.3999938964844	70.0	yes	OMA All.May2026 (API)
YDR424C	DYN2	Q02647	YEAST01459	DYNLL1	P63167	HUMAN15822	1:n	412.6400146484375	68.0	yes	OMA All.May2026 (API)
YDR054C	CDC34	P14682	YEAST01460	CDC34	P49427	HUMAN39183	1:1	528.2000122070312	110.0	yes	OMA All.May2026 (API)
YDR185C	UPS3	Q04006	YEAST01468	PRELID1	Q9Y255	HUMAN82497	m:n	210.05999755859375	140.0	yes	OMA All.May2026 (API)
YDR185C	UPS3	Q04006	YEAST01468	PRELID3A	Q96N28	HUMAN37689	m:n	271.82000732421875	141.0	yes	OMA All.May2026 (API)
YDR185C	UPS3	Q04006	YEAST01468	PRELID3B	Q9Y3B1	HUMAN57734	m:n	312.70001220703125	128.0	yes	OMA All.May2026 (API)
YDR328C	SKP1	P52286	YEAST01469	SKP1	P63208	HUMAN80771	1:1	691.27001953125	60.0	yes	OMA All.May2026 (API)
YDR280W	RRP45	Q05636	YEAST01470	EXOSC9	Q06265	HUMAN77233	1:1	774.469970703125	107.0	yes	OMA All.May2026 (API)
YDR419W	RAD30	Q04049	YEAST01475	POLH	Q9Y253	HUMAN84965	1:1	294.1600036621094	172.0	yes	OMA All.May2026 (API)
YDR341C		Q05506	YEAST01477	RARS2	Q5T160	HUMAN85720	m:1	1580.8199462890625	91.0	yes	OMA All.May2026 (API)
YDR372C	VPS74	Q06385	YEAST01484	GOLPH3	Q9H4A6	HUMAN78727	1:n	752.3099975585938	73.0	yes	OMA All.May2026 (API)
YDR372C	VPS74	Q06385	YEAST01484	GOLPH3L	Q9H4A5	HUMAN51928	1:n	769.2000122070312	72.0	yes	OMA All.May2026 (API)
YDR325W	YCG1	Q06680	YEAST01485	NCAPG	Q9BPX3	HUMAN75022	1:1	607.739990234375	173.0	yes	OMA All.May2026 (API)
YDL102W	POL3	P15436	YEAST01493	POLD1	M0R2B7	HUMAN45323	1:1	4000.139892578125	69.0	yes	OMA All.May2026 (API)
YDR139C	RUB1	Q03919	YEAST01502	NEDD8-MDP1	S4R3E9	HUMAN18669	1:n	323.4599914550781	48.0	yes	OMA All.May2026 (API)
YDR139C	RUB1	Q03919	YEAST01502	NEDD8	Q15843	HUMAN18673	1:n	390.9700012207031	54.0	yes	OMA All.May2026 (API)
YDR435C	PPM1	Q04081	YEAST01512	LCMT1	Q9UIC8	HUMAN27343	1:1	345.30999755859375	132.0	yes	OMA All.May2026 (API)
YDR392W	SPT3	P06844	YEAST01518	SUPT3H	O75486	HUMAN85059	1:1	373.8299865722656	121.0	yes	OMA All.May2026 (API)
YDL132W	CDC53	Q12018	YEAST01520	CUL1	Q13616	HUMAN91899	1:1	1526.6500244140625	115.0	yes	OMA All.May2026 (API)
YDR211W	GCD6	P32501	YEAST01526	EIF2B5	Q13144	HUMAN73691	1:1	1052.6300048828125	138.0	yes	OMA All.May2026 (API)
YDR075W	PPH3	P32345	YEAST01532	PPP6C	O00743	HUMAN98407	m:n	1634.449951171875	55.0	yes	OMA All.May2026 (API)
YDR075W	PPH3	P32345	YEAST01532	PPP4C	P60510	HUMAN27757	m:n	1816.1199951171875	49.0	yes	OMA All.May2026 (API)
YDR039C	ENA2	Q01896	YEAST01533	ATP1A2	P50993	HUMAN53005	m:n	994.1599731445312	119.0	yes	OMA All.May2026 (API)
YDR039C	ENA2	Q01896	YEAST01533	ATP1A4	Q13733	HUMAN53009	m:n	1022.3800048828125	115.0	yes	OMA All.May2026 (API)
YDR039C	ENA2	Q01896	YEAST01533	ATP12A	P54707	HUMAN16560	m:n	1057.75	124.0	yes	OMA All.May2026 (API)
YDR039C	ENA2	Q01896	YEAST01533	ATP2A2	P16615	HUMAN15368	m:n	1094.199951171875	124.0	yes	OMA All.May2026 (API)
YDL195W	SEC31	P38968	YEAST01543	SEC31B	Q9NQW1	HUMAN02506	1:n	694.0499877929688	179.0	yes	OMA All.May2026 (API)
YDL195W	SEC31	P38968	YEAST01543	SEC31A	O94979	HUMAN76195	1:n	882.9500122070312	156.0	yes	OMA All.May2026 (API)
YDR429C	TIF35	Q04067	YEAST01546	EIF3G	O75821	HUMAN40578	1:1	470.6300048828125	121.0	yes	OMA All.May2026 (API)
YDL029W	ARP2	P32381	YEAST01553	ACTR2	P61160	HUMAN63003	1:1	2456.080078125	36.12099838256836	yes	OMA All.May2026 (API)
YDR430C	CYM1	P32898	YEAST01567	PITRM1	Q5JRX3	HUMAN00061	1:1	2196.5400390625	108.0	yes	OMA All.May2026 (API)
YDR459C	PFA5	Q03289	YEAST01571	ZDHHC20	Q5W0Z9	HUMAN16525	1:n	220.27999877929688	217.0	yes	OMA All.May2026 (API)
YDR459C	PFA5	Q03289	YEAST01571	ZDHHC2	Q9UIJ5	HUMAN92648	1:n	226.36000061035156	201.0	yes	OMA All.May2026 (API)
YDR459C	PFA5	Q03289	YEAST01571	ZDHHC15	Q96MV8	HUMAN101354	1:n	235.52000427246094	193.0	yes	OMA All.May2026 (API)
YDL136W	RPL35B	P0CX85	YEAST01577	RPL35	P42766	HUMAN98394	m:1	547.8599853515625	55.0	yes	OMA All.May2026 (API)
YDR248C		Q03786	YEAST01578	IDNK	Q5T6J7	HUMAN97400	1:1	293.7900085449219	102.0	yes	OMA All.May2026 (API)
YDR356W	SPC110	P32380	YEAST01590	GOLGA6L6	A8MZA4	HUMAN21790	1:1	394.4200134277344	163.0	yes	OMA All.May2026 (API)
YDL245C	HXT15	P54854	YEAST01593	SLC2A10	O95528	HUMAN57391	m:n	338.79998779296875	170.0	yes	OMA All.May2026 (API)
YDL245C	HXT15	P54854	YEAST01593	SLC2A9	Q9NRM0	HUMAN74893	m:n	380.79998779296875	178.0	yes	OMA All.May2026 (API)
YDL245C	HXT15	P54854	YEAST01593	SLC2A7	Q6PXP3	HUMAN47322	m:n	403.25	166.0	yes	OMA All.May2026 (API)
YDL245C	HXT15	P54854	YEAST01593	SLC2A12	Q8TD20	HUMAN86606	m:n	418.44000244140625	160.0	yes	OMA All.May2026 (API)
YDL245C	HXT15	P54854	YEAST01593	SLC2A6	Q9UGQ3	HUMAN99148	m:n	429.8399963378906	187.0	yes	OMA All.May2026 (API)
YDL245C	HXT15	P54854	YEAST01593	SLC2A5	P22732	HUMAN47323	m:n	434.5799865722656	170.0	yes	OMA All.May2026 (API)
YDL245C	HXT15	P54854	YEAST01593	SLC2A13	Q96QE2	HUMAN12013	m:n	437.5899963378906	163.0	yes	OMA All.May2026 (API)
YDL245C	HXT15	P54854	YEAST01593	SLC2A8	Q9NY64	HUMAN98489	m:n	471.6600036621094	167.0	yes	OMA All.May2026 (API)
YDL245C	HXT15	P54854	YEAST01593	SLC2A4	P14672	HUMAN31341	m:n	485.6400146484375	158.0	yes	OMA All.May2026 (API)
YDL245C	HXT15	P54854	YEAST01593	SLC2A1	P11166	HUMAN49272	m:n	495.20001220703125	167.0	yes	OMA All.May2026 (API)
YDL245C	HXT15	P54854	YEAST01593	SLC2A2	P11168	HUMAN73390	m:n	508.5799865722656	153.0	yes	OMA All.May2026 (API)
YDL245C	HXT15	P54854	YEAST01593	SLC2A3	P11169	HUMAN10977	m:n	536.2899780273438	157.0	yes	OMA All.May2026 (API)
YIL144W	NDC80	P40460	YEAST01616	NDC80	O14777	HUMAN37430	1:1	412.80999755859375	182.0	yes	OMA All.May2026 (API)
YIL068C	SEC6	P32844	YEAST01620	EXOC3	O60645	HUMAN78490	1:1	296.69000244140625	209.0	yes	OMA All.May2026 (API)
YIL065C	FIS1	P40515	YEAST01621	FIS1	Q9Y3D6	HUMAN90474	1:1	259.6199951171875	129.0	yes	OMA All.May2026 (API)
YIL009W	FAA3	P39002	YEAST01624	FACL4	Q8TAF6	HUMAN101831	m:n	1020.8099975585938	132.0	yes	OMA All.May2026 (API)
YIL009W	FAA3	P39002	YEAST01624	ACSL3	O95573	HUMAN67208	m:n	1042.8699951171875	129.0	yes	OMA All.May2026 (API)
YIR022W	SEC11	P15367	YEAST01632	SEC11C	Q9BY50	HUMAN38774	1:n	541.0	87.0	yes	OMA All.May2026 (API)
YIR022W	SEC11	P15367	YEAST01632	SEC11A	P67812	HUMAN24842	1:n	551.8499755859375	85.0	yes	OMA All.May2026 (API)
YIL133C	RPL16A	P26784	YEAST01635	RPL13A	P40429	HUMAN45056	m:1	1020.5499877929688	47.0	yes	OMA All.May2026 (API)
YIR019C	FLO11	P08640	YEAST01643	MUC22	E2RYF6	HUMAN83831	1:1	1368.3199462890625	106.0	yes	OMA All.May2026 (API)
YIL134W	FLX1	P40464	YEAST01645	SLC25A41	Q8N5S1	HUMAN40127	m:n	271.92999267578125	161.0	yes	OMA All.May2026 (API)
YIL134W	FLX1	P40464	YEAST01645	SLC25A17	O43808	HUMAN60735	m:n	298.0799865722656	143.0	yes	OMA All.May2026 (API)
YIL134W	FLX1	P40464	YEAST01645	SLC25A33	Q9BSK2	HUMAN47340	m:n	356.67999267578125	142.0	yes	OMA All.May2026 (API)
YIL134W	FLX1	P40464	YEAST01645	SLC25A36	Q96CQ1	HUMAN72612	m:n	408.2099914550781	136.0	yes	OMA All.May2026 (API)
YIL134W	FLX1	P40464	YEAST01645	SLC25A32	Q9H2D1	HUMAN95085	m:n	586.5800170898438	121.0	yes	OMA All.May2026 (API)
YIL128W	MET18	P40469	YEAST01650	MMS19	Q96T76	HUMAN02401	1:1	653.969970703125	193.0	yes	OMA All.May2026 (API)
YIL064W	EFM4	P40516	YEAST01651	EEF1AKMT2	Q5JPI9	HUMAN03305	1:n	441.9100036621094	122.0	yes	OMA All.May2026 (API)
YIL051C	MMF1	P40185	YEAST01666	RIDA	P52758	HUMAN94870	m:1	319.45001220703125	101.0	yes	OMA All.May2026 (API)
YIL097W	FYV10	P40492	YEAST01668	MAEA	Q7L5Y9	HUMAN74521	1:1	301.5	143.0	yes	OMA All.May2026 (API)
YIL109C	SEC24	P40482	YEAST01670	SEC24A	O95486	HUMAN80818	m:1	1563.0699462890625	120.0	yes	OMA All.May2026 (API)
YIL022W	TIM44	Q01852	YEAST01678	TIMM44	O43615	HUMAN40333	1:1	470.80999755859375	139.0	yes	OMA All.May2026 (API)
YIR037W	HYR1	P40581	YEAST01684	GPX5	O75715	HUMAN83577	m:n	374.1099853515625	96.0	yes	OMA All.May2026 (API)
YIR037W	HYR1	P40581	YEAST01684	GPX8	Q8TED1	HUMAN79165	m:n	411.55999755859375	103.0	yes	OMA All.May2026 (API)
YIR037W	HYR1	P40581	YEAST01684	GPX7	Q96SL4	HUMAN49896	m:n	426.7799987792969	92.0	yes	OMA All.May2026 (API)
YIL143C	SSL2	Q00578	YEAST01686	ERCC3	A0A2R8Y6W8	HUMAN64613	1:1	3419.02001953125	53.0	yes	OMA All.May2026 (API)
YIR008C	PRI1	P10363	YEAST01688	PRIM1	P49642	HUMAN13592	1:1	910.9400024414062	121.0	yes	OMA All.May2026 (API)
YIL124W	AYR1	P40471	YEAST01692	RDH8	Q9NYR8	HUMAN40558	1:1	210.9199981689453	156.0	yes	OMA All.May2026 (API)
YIL042C	PKP1	P40530	YEAST01693	PDK4	Q16654	HUMAN90005	m:n	300.2699890136719	171.0	yes	OMA All.May2026 (API)
YIL042C	PKP1	P40530	YEAST01693	PDK2	Q15119	HUMAN34850	m:n	330.55999755859375	177.0	yes	OMA All.May2026 (API)
YIL042C	PKP1	P40530	YEAST01693	BCKDK	O14874	HUMAN27969	m:n	430.80999755859375	150.0	yes	OMA All.May2026 (API)
YIL035C	CKA1	P15790	YEAST01695	CSNK2A2	P19784	HUMAN28654	1:n	1943.18994140625	43.064701080322266	yes	OMA All.May2026 (API)
YIL035C	CKA1	P15790	YEAST01695	CSNK2A1	P68400	HUMAN55719	1:n	1950.3599853515625	43.064701080322266	yes	OMA All.May2026 (API)
YIL006W	YIA6	P40556	YEAST01697	SLC25A17	O43808	HUMAN60735	m:n	347.739990234375	148.0	yes	OMA All.May2026 (API)
YIL006W	YIA6	P40556	YEAST01697	SLC25A41	Q8N5S1	HUMAN40127	m:n	447.5799865722656	130.0	yes	OMA All.May2026 (API)
YIL006W	YIA6	P40556	YEAST01697	SLC25A33	Q9BSK2	HUMAN47340	m:n	510.3900146484375	129.0	yes	OMA All.May2026 (API)
YIL006W	YIA6	P40556	YEAST01697	SLC25A36	Q96CQ1	HUMAN72612	m:n	543.6900024414062	122.0	yes	OMA All.May2026 (API)
YIL006W	YIA6	P40556	YEAST01697	SLC25A32	Q9H2D1	HUMAN95085	m:n	576.6500244140625	125.0	yes	OMA All.May2026 (API)
YIL048W	NEO1	P40527	YEAST01698	ATP9A	O75110	HUMAN57523	1:n	3833.030029296875	72.0	yes	OMA All.May2026 (API)
YIL048W	NEO1	P40527	YEAST01698	ATP9B	O43861	HUMAN39089	1:n	4095.760009765625	66.0	yes	OMA All.May2026 (API)
YIL066C	RNR3	P21672	YEAST01699	RRM1	P23921	HUMAN04103	m:1	5076.16015625	39.44029998779297	yes	OMA All.May2026 (API)
YIR029W	DAL2	P25335	YEAST01700	ALLC	Q8N6M5	HUMAN61426	1:1	559.3499755859375	130.0	yes	OMA All.May2026 (API)
YIL103W	DPH1	P40487	YEAST01703	DPH1	Q9BZG8	HUMAN30714	1:1	1652.780029296875	65.0	yes	OMA All.May2026 (API)
YIL155C	GUT2	P32191	YEAST01704	GPD2	P43304	HUMAN65116	1:1	1834.0699462890625	79.0	yes	OMA All.May2026 (API)
YIR026C	YVH1	Q02256	YEAST01715	DUSP12	Q9UNI6	HUMAN53311	1:1	475.69000244140625	124.0	yes	OMA All.May2026 (API)
YIL075C	RPN2	P32565	YEAST01718	PSMD1	Q99460	HUMAN67422	1:1	2745.2900390625	81.0	yes	OMA All.May2026 (API)
YFR031C-A	RPL2A	P0CX45	YEAST01721	RPL8	P62917	HUMAN96167	m:1	1870.5799560546875	33.81610107421875	yes	OMA All.May2026 (API)
