og_id	og_name	yeast_gene	human_gene
191745at2759	transporter	H749_YJM195O00487	MRS2
191745at2759	transporter	H749_YJM195O00487	V-ATPase subunit E 2
191745at2759	transporter	H749_YJM195O00487	57380
191745at2759	transporter	H749_YJM195O00487	V-ATPase subunit E 1
191745at2759	transporter	H749_YJM195P00215	V-ATPase subunit E 2
191745at2759	transporter	H749_YJM195P00215	V-ATPase subunit E 1
191745at2759	transporter	H749_YJM195P00215	MRS2
191745at2759	transporter	H749_YJM195P00215	V-ATPase subunit E 2
191745at2759	transporter	H749_YJM195P00215	57380
191745at2759	transporter	H749_YJM195P00215	V-ATPase subunit E 1
191745at2759	transporter	H750_YJM244O00481	V-ATPase subunit E 2
191745at2759	transporter	H750_YJM244O00481	V-ATPase subunit E 1
191745at2759	transporter	H750_YJM244O00481	MRS2
191745at2759	transporter	H750_YJM244O00481	V-ATPase subunit E 2
191745at2759	transporter	H750_YJM244O00481	57380
191745at2759	transporter	H750_YJM244O00481	V-ATPase subunit E 1
191745at2759	transporter	H750_YJM244O00482	V-ATPase subunit E 2
191745at2759	transporter	H750_YJM244O00482	V-ATPase subunit E 1
191745at2759	transporter	H750_YJM244O00482	MRS2
191745at2759	transporter	H750_YJM244O00482	V-ATPase subunit E 2
191745at2759	transporter	H750_YJM244O00482	57380
191745at2759	transporter	H750_YJM244O00482	V-ATPase subunit E 1
191745at2759	transporter	H750_YJM244P00214	V-ATPase subunit E 2
191745at2759	transporter	H750_YJM244P00214	V-ATPase subunit E 1
191745at2759	transporter	H750_YJM244P00214	MRS2
191745at2759	transporter	H750_YJM244P00214	V-ATPase subunit E 2
191745at2759	transporter	H750_YJM244P00214	57380
191745at2759	transporter	H750_YJM244P00214	V-ATPase subunit E 1
191745at2759	transporter	H751_YJM248O00497	V-ATPase subunit E 2
191745at2759	transporter	H751_YJM248O00497	V-ATPase subunit E 1
191745at2759	transporter	H751_YJM248O00497	MRS2
191745at2759	transporter	H751_YJM248O00497	V-ATPase subunit E 2
191745at2759	transporter	H751_YJM248O00497	57380
191745at2759	transporter	H751_YJM248O00497	V-ATPase subunit E 1
191745at2759	transporter	H751_YJM248O00496	V-ATPase subunit E 2
191745at2759	transporter	H751_YJM248O00496	V-ATPase subunit E 1
191745at2759	transporter	H751_YJM248O00496	MRS2
191745at2759	transporter	H751_YJM248O00496	V-ATPase subunit E 2
191745at2759	transporter	H751_YJM248O00496	57380
191745at2759	transporter	H751_YJM248O00496	V-ATPase subunit E 1
191745at2759	transporter	H751_YJM248P00218	V-ATPase subunit E 2
191745at2759	transporter	H751_YJM248P00218	V-ATPase subunit E 1
191745at2759	transporter	H751_YJM248P00218	MRS2
191745at2759	transporter	H751_YJM248P00218	V-ATPase subunit E 2
191745at2759	transporter	H751_YJM248P00218	57380
191745at2759	transporter	H751_YJM248P00218	V-ATPase subunit E 1
191745at2759	transporter	H752_YJM270O00489	V-ATPase subunit E 2
191745at2759	transporter	H752_YJM270O00489	V-ATPase subunit E 1
191745at2759	transporter	H752_YJM270O00489	MRS2
191745at2759	transporter	H752_YJM270O00489	V-ATPase subunit E 2
191745at2759	transporter	H752_YJM270O00489	57380
191745at2759	transporter	H752_YJM270O00489	V-ATPase subunit E 1
191745at2759	transporter	H752_YJM270O00488	V-ATPase subunit E 2
191745at2759	transporter	H752_YJM270O00488	V-ATPase subunit E 1
191745at2759	transporter	H752_YJM270O00488	MRS2
191745at2759	transporter	H752_YJM270O00488	V-ATPase subunit E 2
191745at2759	transporter	H752_YJM270O00488	57380
191745at2759	transporter	H752_YJM270O00488	V-ATPase subunit E 1
191745at2759	transporter	H752_YJM270P00218	V-ATPase subunit E 2
191745at2759	transporter	H752_YJM270P00218	V-ATPase subunit E 1
191745at2759	transporter	H752_YJM270P00218	MRS2
191745at2759	transporter	H752_YJM270P00218	V-ATPase subunit E 2
191745at2759	transporter	H752_YJM270P00218	57380
191745at2759	transporter	H752_YJM270P00218	V-ATPase subunit E 1
191745at2759	transporter	H753_YJM271O00491	V-ATPase subunit E 2
191745at2759	transporter	H753_YJM271O00491	V-ATPase subunit E 1
191745at2759	transporter	H753_YJM271O00491	MRS2
191745at2759	transporter	H753_YJM271O00491	V-ATPase subunit E 2
191745at2759	transporter	H753_YJM271O00491	57380
191745at2759	transporter	H753_YJM271O00491	V-ATPase subunit E 1
191745at2759	transporter	H753_YJM271O00490	V-ATPase subunit E 2
191745at2759	transporter	H753_YJM271O00490	V-ATPase subunit E 1
191745at2759	transporter	H753_YJM271O00490	MRS2
191745at2759	transporter	H753_YJM271O00490	V-ATPase subunit E 2
191745at2759	transporter	H753_YJM271O00490	57380
191745at2759	transporter	H753_YJM271O00490	V-ATPase subunit E 1
191745at2759	transporter	H753_YJM271P00218	V-ATPase subunit E 2
191745at2759	transporter	H753_YJM271P00218	V-ATPase subunit E 1
191745at2759	transporter	H753_YJM271P00218	MRS2
191745at2759	transporter	H753_YJM271P00218	V-ATPase subunit E 2
191745at2759	transporter	H753_YJM271P00218	57380
191745at2759	transporter	H753_YJM271P00218	V-ATPase subunit E 1
191745at2759	transporter	H757_YJM450O00480	V-ATPase subunit E 2
191745at2759	transporter	H757_YJM450O00480	V-ATPase subunit E 1
191745at2759	transporter	H757_YJM450O00480	MRS2
191745at2759	transporter	H757_YJM450O00480	V-ATPase subunit E 2
191745at2759	transporter	H757_YJM450O00480	57380
191745at2759	transporter	H757_YJM450O00480	V-ATPase subunit E 1
191745at2759	transporter	H757_YJM450O00481	V-ATPase subunit E 2
191745at2759	transporter	H757_YJM450O00481	V-ATPase subunit E 1
191745at2759	transporter	H757_YJM450O00481	MRS2
191745at2759	transporter	H757_YJM450O00481	V-ATPase subunit E 2
191745at2759	transporter	H757_YJM450O00481	57380
191745at2759	transporter	H757_YJM450O00481	V-ATPase subunit E 1
191745at2759	transporter	H757_YJM450P00217	V-ATPase subunit E 2
191745at2759	transporter	H757_YJM450P00217	V-ATPase subunit E 1
191745at2759	transporter	H757_YJM450P00217	MRS2
191745at2759	transporter	H757_YJM450P00217	V-ATPase subunit E 2
191745at2759	transporter	H757_YJM450P00217	57380
191745at2759	transporter	H757_YJM450P00217	V-ATPase subunit E 1
191745at2759	transporter	H759_YJM453O00491	V-ATPase subunit E 2
191745at2759	transporter	H759_YJM453O00491	V-ATPase subunit E 1
191745at2759	transporter	H759_YJM453O00491	MRS2
191745at2759	transporter	H759_YJM453O00491	V-ATPase subunit E 2
191745at2759	transporter	H759_YJM453O00491	57380
191745at2759	transporter	H759_YJM453O00491	V-ATPase subunit E 1
191745at2759	transporter	H759_YJM453O00492	V-ATPase subunit E 2
191745at2759	transporter	H759_YJM453O00492	V-ATPase subunit E 1
191745at2759	transporter	H759_YJM453O00492	MRS2
191745at2759	transporter	H759_YJM453O00492	V-ATPase subunit E 2
191745at2759	transporter	H759_YJM453O00492	57380
191745at2759	transporter	H759_YJM453O00492	V-ATPase subunit E 1
191745at2759	transporter	H759_YJM453P00218	V-ATPase subunit E 2
191745at2759	transporter	H759_YJM453P00218	V-ATPase subunit E 1
191745at2759	transporter	H759_YJM453P00218	MRS2
191745at2759	transporter	H759_YJM453P00218	V-ATPase subunit E 2
191745at2759	transporter	H759_YJM453P00218	57380
191745at2759	transporter	H759_YJM453P00218	V-ATPase subunit E 1
191745at2759	transporter	H760_YJM456O00490	V-ATPase subunit E 2
191745at2759	transporter	H760_YJM456O00490	V-ATPase subunit E 1
191745at2759	transporter	H760_YJM456O00490	MRS2
191745at2759	transporter	H760_YJM456O00490	V-ATPase subunit E 2
191745at2759	transporter	H760_YJM456O00490	57380
191745at2759	transporter	H760_YJM456O00490	V-ATPase subunit E 1
191745at2759	transporter	H760_YJM456O00491	V-ATPase subunit E 2
191745at2759	transporter	H760_YJM456O00491	V-ATPase subunit E 1
191745at2759	transporter	H760_YJM456O00491	MRS2
191745at2759	transporter	H760_YJM456O00491	V-ATPase subunit E 2
191745at2759	transporter	H760_YJM456O00491	57380
191745at2759	transporter	H760_YJM456O00491	V-ATPase subunit E 1
191745at2759	transporter	H760_YJM456P00214	V-ATPase subunit E 2
191745at2759	transporter	H760_YJM456P00214	V-ATPase subunit E 1
191745at2759	transporter	H760_YJM456P00214	MRS2
191745at2759	transporter	H760_YJM456P00214	V-ATPase subunit E 2
191745at2759	transporter	H760_YJM456P00214	57380
191745at2759	transporter	H760_YJM456P00214	V-ATPase subunit E 1
191745at2759	transporter	H761_YJM470O00482	V-ATPase subunit E 2
191745at2759	transporter	H761_YJM470O00482	V-ATPase subunit E 1
191745at2759	transporter	H761_YJM470O00482	MRS2
191745at2759	transporter	H761_YJM470O00482	V-ATPase subunit E 2
191745at2759	transporter	H761_YJM470O00482	57380
191745at2759	transporter	H761_YJM470O00482	V-ATPase subunit E 1
191745at2759	transporter	H761_YJM470O00483	V-ATPase subunit E 2
191745at2759	transporter	H761_YJM470O00483	V-ATPase subunit E 1
191745at2759	transporter	H761_YJM470O00483	MRS2
191745at2759	transporter	H761_YJM470O00483	V-ATPase subunit E 2
191745at2759	transporter	H761_YJM470O00483	57380
191745at2759	transporter	H761_YJM470O00483	V-ATPase subunit E 1
191745at2759	transporter	H761_YJM470P00218	V-ATPase subunit E 2
191745at2759	transporter	H761_YJM470P00218	V-ATPase subunit E 1
191745at2759	transporter	H761_YJM470P00218	MRS2
191745at2759	transporter	H761_YJM470P00218	V-ATPase subunit E 2
191745at2759	transporter	H761_YJM470P00218	57380
191745at2759	transporter	H761_YJM470P00218	V-ATPase subunit E 1
191745at2759	transporter	H762_YJM541O00498	V-ATPase subunit E 2
191745at2759	transporter	H762_YJM541O00498	V-ATPase subunit E 1
191745at2759	transporter	H762_YJM541O00498	MRS2
191745at2759	transporter	H762_YJM541O00498	V-ATPase subunit E 2
191745at2759	transporter	H762_YJM541O00498	57380
191745at2759	transporter	H762_YJM541O00498	V-ATPase subunit E 1
191745at2759	transporter	H762_YJM541O00499	V-ATPase subunit E 2
191745at2759	transporter	H762_YJM541O00499	V-ATPase subunit E 1
191745at2759	transporter	H762_YJM541O00499	MRS2
191745at2759	transporter	H762_YJM541O00499	V-ATPase subunit E 2
191745at2759	transporter	H762_YJM541O00499	57380
191745at2759	transporter	H762_YJM541O00499	V-ATPase subunit E 1
191745at2759	transporter	H762_YJM541P00218	V-ATPase subunit E 2
191745at2759	transporter	H762_YJM541P00218	V-ATPase subunit E 1
191745at2759	transporter	H762_YJM541P00218	MRS2
191745at2759	transporter	H762_YJM541P00218	V-ATPase subunit E 2
191745at2759	transporter	H762_YJM541P00218	57380
191745at2759	transporter	H762_YJM541P00218	V-ATPase subunit E 1
191745at2759	transporter	H763_YJM554O00491	V-ATPase subunit E 2
191745at2759	transporter	H763_YJM554O00491	V-ATPase subunit E 1
191745at2759	transporter	H763_YJM554O00491	MRS2
191745at2759	transporter	H763_YJM554O00491	V-ATPase subunit E 2
191745at2759	transporter	H763_YJM554O00491	57380
191745at2759	transporter	H763_YJM554O00491	V-ATPase subunit E 1
191745at2759	transporter	H763_YJM554O00490	V-ATPase subunit E 2
191745at2759	transporter	H763_YJM554O00490	V-ATPase subunit E 1
191745at2759	transporter	H763_YJM554O00490	MRS2
191745at2759	transporter	H763_YJM554O00490	V-ATPase subunit E 2
191745at2759	transporter	H763_YJM554O00490	57380
191745at2759	transporter	H763_YJM554O00490	V-ATPase subunit E 1
191745at2759	transporter	H763_YJM554P00214	V-ATPase subunit E 2
191745at2759	transporter	H763_YJM554P00214	V-ATPase subunit E 1
191745at2759	transporter	H763_YJM554P00214	MRS2
191745at2759	transporter	H763_YJM554P00214	V-ATPase subunit E 2
191745at2759	transporter	H763_YJM554P00214	57380
191745at2759	transporter	H763_YJM554P00214	V-ATPase subunit E 1
191745at2759	transporter	H764_YJM555O00484	V-ATPase subunit E 2
191745at2759	transporter	H764_YJM555O00484	V-ATPase subunit E 1
191745at2759	transporter	H764_YJM555O00484	MRS2
191745at2759	transporter	H764_YJM555O00484	V-ATPase subunit E 2
191745at2759	transporter	H764_YJM555O00484	57380
191745at2759	transporter	H764_YJM555O00484	V-ATPase subunit E 1
191745at2759	transporter	H764_YJM555O00483	V-ATPase subunit E 2
191745at2759	transporter	H764_YJM555O00483	V-ATPase subunit E 1
191745at2759	transporter	H764_YJM555O00483	MRS2
191745at2759	transporter	H764_YJM555O00483	V-ATPase subunit E 2
191745at2759	transporter	H764_YJM555O00483	57380
191745at2759	transporter	H764_YJM555O00483	V-ATPase subunit E 1
191745at2759	transporter	H764_YJM555P00218	V-ATPase subunit E 2
191745at2759	transporter	H764_YJM555P00218	V-ATPase subunit E 1
191745at2759	transporter	H764_YJM555P00218	MRS2
191745at2759	transporter	H764_YJM555P00218	V-ATPase subunit E 2
191745at2759	transporter	H764_YJM555P00218	57380
191745at2759	transporter	H764_YJM555P00218	V-ATPase subunit E 1
191745at2759	transporter	H765_YJM627O00491	V-ATPase subunit E 2
191745at2759	transporter	H765_YJM627O00491	V-ATPase subunit E 1
191745at2759	transporter	H765_YJM627O00491	MRS2
191745at2759	transporter	H765_YJM627O00491	V-ATPase subunit E 2
191745at2759	transporter	H765_YJM627O00491	57380
191745at2759	transporter	H765_YJM627O00491	V-ATPase subunit E 1
191745at2759	transporter	H765_YJM627O00492	V-ATPase subunit E 2
191745at2759	transporter	H765_YJM627O00492	V-ATPase subunit E 1
191745at2759	transporter	H765_YJM627O00492	MRS2
191745at2759	transporter	H765_YJM627O00492	V-ATPase subunit E 2
191745at2759	transporter	H765_YJM627O00492	57380
191745at2759	transporter	H765_YJM627O00492	V-ATPase subunit E 1
191745at2759	transporter	H765_YJM627P00218	V-ATPase subunit E 2
191745at2759	transporter	H765_YJM627P00218	V-ATPase subunit E 1
191745at2759	transporter	H765_YJM627P00218	MRS2
191745at2759	transporter	H765_YJM627P00218	V-ATPase subunit E 2
191745at2759	transporter	H765_YJM627P00218	57380
191745at2759	transporter	H765_YJM627P00218	V-ATPase subunit E 1
191745at2759	transporter	H766_YJM681O00479	V-ATPase subunit E 2
191745at2759	transporter	H766_YJM681O00479	V-ATPase subunit E 1
191745at2759	transporter	H766_YJM681O00479	MRS2
191745at2759	transporter	H766_YJM681O00479	V-ATPase subunit E 2
191745at2759	transporter	H766_YJM681O00479	57380
191745at2759	transporter	H766_YJM681O00479	V-ATPase subunit E 1
191745at2759	transporter	H766_YJM681O00478	V-ATPase subunit E 2
191745at2759	transporter	H766_YJM681O00478	V-ATPase subunit E 1
191745at2759	transporter	H766_YJM681O00478	MRS2
191745at2759	transporter	H766_YJM681O00478	V-ATPase subunit E 2
191745at2759	transporter	H766_YJM681O00478	57380
191745at2759	transporter	H766_YJM681O00478	V-ATPase subunit E 1
191745at2759	transporter	H766_YJM681P00218	V-ATPase subunit E 2
191745at2759	transporter	H766_YJM681P00218	V-ATPase subunit E 1
191745at2759	transporter	H766_YJM681P00218	MRS2
191745at2759	transporter	H766_YJM681P00218	V-ATPase subunit E 2
191745at2759	transporter	H766_YJM681P00218	57380
191745at2759	transporter	H766_YJM681P00218	V-ATPase subunit E 1
191745at2759	transporter	H767_YJM682O00491	V-ATPase subunit E 2
191745at2759	transporter	H767_YJM682O00491	V-ATPase subunit E 1
191745at2759	transporter	H767_YJM682O00491	MRS2
191745at2759	transporter	H767_YJM682O00491	V-ATPase subunit E 2
191745at2759	transporter	H767_YJM682O00491	57380
191745at2759	transporter	H767_YJM682O00491	V-ATPase subunit E 1
191745at2759	transporter	H767_YJM682O00490	V-ATPase subunit E 2
191745at2759	transporter	H767_YJM682O00490	V-ATPase subunit E 1
191745at2759	transporter	H767_YJM682O00490	MRS2
191745at2759	transporter	H767_YJM682O00490	V-ATPase subunit E 2
191745at2759	transporter	H767_YJM682O00490	57380
191745at2759	transporter	H767_YJM682O00490	V-ATPase subunit E 1
191745at2759	transporter	H767_YJM682P00214	V-ATPase subunit E 2
191745at2759	transporter	H767_YJM682P00214	V-ATPase subunit E 1
191745at2759	transporter	H767_YJM682P00214	MRS2
191745at2759	transporter	H767_YJM682P00214	V-ATPase subunit E 2
191745at2759	transporter	H767_YJM682P00214	57380
191745at2759	transporter	H767_YJM682P00214	V-ATPase subunit E 1
191745at2759	transporter	H768_YJM683O00490	V-ATPase subunit E 2
191745at2759	transporter	H768_YJM683O00490	V-ATPase subunit E 1
191745at2759	transporter	H768_YJM683O00490	MRS2
191745at2759	transporter	H768_YJM683O00490	V-ATPase subunit E 2
191745at2759	transporter	H768_YJM683O00490	57380
191745at2759	transporter	H768_YJM683O00490	V-ATPase subunit E 1
191745at2759	transporter	H768_YJM683O00489	V-ATPase subunit E 2
191745at2759	transporter	H768_YJM683O00489	V-ATPase subunit E 1
191745at2759	transporter	H768_YJM683O00489	MRS2
191745at2759	transporter	H768_YJM683O00489	V-ATPase subunit E 2
191745at2759	transporter	H768_YJM683O00489	57380
191745at2759	transporter	H768_YJM683O00489	V-ATPase subunit E 1
191745at2759	transporter	H768_YJM683P00214	V-ATPase subunit E 2
191745at2759	transporter	H768_YJM683P00214	V-ATPase subunit E 1
191745at2759	transporter	H768_YJM683P00214	MRS2
191745at2759	transporter	H768_YJM683P00214	V-ATPase subunit E 2
191745at2759	transporter	H768_YJM683P00214	57380
191745at2759	transporter	H768_YJM683P00214	V-ATPase subunit E 1
191745at2759	transporter	H769_YJM689O00477	V-ATPase subunit E 2
191745at2759	transporter	H769_YJM689O00477	V-ATPase subunit E 1
191745at2759	transporter	H769_YJM689O00477	MRS2
191745at2759	transporter	H769_YJM689O00477	V-ATPase subunit E 2
191745at2759	transporter	H769_YJM689O00477	57380
191745at2759	transporter	H769_YJM689O00477	V-ATPase subunit E 1
191745at2759	transporter	H769_YJM689O00476	V-ATPase subunit E 2
191745at2759	transporter	H769_YJM689O00476	V-ATPase subunit E 1
191745at2759	transporter	H769_YJM689O00476	MRS2
191745at2759	transporter	H769_YJM689O00476	V-ATPase subunit E 2
191745at2759	transporter	H769_YJM689O00476	57380
191745at2759	transporter	H769_YJM689O00476	V-ATPase subunit E 1
191745at2759	transporter	H769_YJM689P00216	V-ATPase subunit E 2
191745at2759	transporter	H769_YJM689P00216	V-ATPase subunit E 1
191745at2759	transporter	H769_YJM689P00216	MRS2
191745at2759	transporter	H769_YJM689P00216	V-ATPase subunit E 2
191745at2759	transporter	H769_YJM689P00216	57380
191745at2759	transporter	H769_YJM689P00216	V-ATPase subunit E 1
191745at2759	transporter	H770_YJM693O00492	V-ATPase subunit E 2
191745at2759	transporter	H770_YJM693O00492	V-ATPase subunit E 1
191745at2759	transporter	H770_YJM693O00492	MRS2
191745at2759	transporter	H770_YJM693O00492	V-ATPase subunit E 2
191745at2759	transporter	H770_YJM693O00492	57380
191745at2759	transporter	H770_YJM693O00492	V-ATPase subunit E 1
191745at2759	transporter	H770_YJM693O00491	V-ATPase subunit E 2
191745at2759	transporter	H770_YJM693O00491	V-ATPase subunit E 1
191745at2759	transporter	H770_YJM693O00491	MRS2
191745at2759	transporter	H770_YJM693O00491	V-ATPase subunit E 2
191745at2759	transporter	H770_YJM693O00491	57380
191745at2759	transporter	H770_YJM693O00491	V-ATPase subunit E 1
191745at2759	transporter	H770_YJM693P00214	V-ATPase subunit E 2
191745at2759	transporter	H770_YJM693P00214	V-ATPase subunit E 1
191745at2759	transporter	H770_YJM693P00214	MRS2
191745at2759	transporter	H770_YJM693P00214	V-ATPase subunit E 2
191745at2759	transporter	H770_YJM693P00214	57380
191745at2759	transporter	H770_YJM693P00214	V-ATPase subunit E 1
191745at2759	transporter	H771_YJM969O00491	V-ATPase subunit E 2
191745at2759	transporter	H771_YJM969O00491	V-ATPase subunit E 1
191745at2759	transporter	H771_YJM969O00491	MRS2
191745at2759	transporter	H771_YJM969O00491	V-ATPase subunit E 2
191745at2759	transporter	H771_YJM969O00491	57380
191745at2759	transporter	H771_YJM969O00491	V-ATPase subunit E 1
191745at2759	transporter	H771_YJM969O00492	V-ATPase subunit E 2
191745at2759	transporter	H771_YJM969O00492	V-ATPase subunit E 1
191745at2759	transporter	H771_YJM969O00492	MRS2
191745at2759	transporter	H771_YJM969O00492	V-ATPase subunit E 2
191745at2759	transporter	H771_YJM969O00492	57380
191745at2759	transporter	H771_YJM969O00492	V-ATPase subunit E 1
191745at2759	transporter	H771_YJM969P00073	V-ATPase subunit E 2
191745at2759	transporter	H771_YJM969P00073	V-ATPase subunit E 1
191745at2759	transporter	H771_YJM969P00073	MRS2
191745at2759	transporter	H771_YJM969P00073	V-ATPase subunit E 2
191745at2759	transporter	H771_YJM969P00073	57380
191745at2759	transporter	H771_YJM969P00073	V-ATPase subunit E 1
191745at2759	transporter	H772_YJM972O00491	V-ATPase subunit E 2
191745at2759	transporter	H772_YJM972O00491	V-ATPase subunit E 1
191745at2759	transporter	H772_YJM972O00491	MRS2
191745at2759	transporter	H772_YJM972O00491	V-ATPase subunit E 2
191745at2759	transporter	H772_YJM972O00491	57380
191745at2759	transporter	H772_YJM972O00491	V-ATPase subunit E 1
191745at2759	transporter	H772_YJM972O00492	V-ATPase subunit E 2
191745at2759	transporter	H772_YJM972O00492	V-ATPase subunit E 1
191745at2759	transporter	H772_YJM972O00492	MRS2
191745at2759	transporter	H772_YJM972O00492	V-ATPase subunit E 2
191745at2759	transporter	H772_YJM972O00492	57380
191745at2759	transporter	H772_YJM972O00492	V-ATPase subunit E 1
191745at2759	transporter	H772_YJM972P00075	V-ATPase subunit E 2
191745at2759	transporter	H772_YJM972P00075	V-ATPase subunit E 1
191745at2759	transporter	H772_YJM972P00075	MRS2
191745at2759	transporter	H772_YJM972P00075	V-ATPase subunit E 2
191745at2759	transporter	H772_YJM972P00075	57380
191745at2759	transporter	H772_YJM972P00075	V-ATPase subunit E 1
191745at2759	transporter	H773_YJM975O00494	V-ATPase subunit E 2
191745at2759	transporter	H773_YJM975O00494	V-ATPase subunit E 1
191745at2759	transporter	H773_YJM975O00494	MRS2
191745at2759	transporter	H773_YJM975O00494	V-ATPase subunit E 2
191745at2759	transporter	H773_YJM975O00494	57380
191745at2759	transporter	H773_YJM975O00494	V-ATPase subunit E 1
191745at2759	transporter	H773_YJM975O00493	V-ATPase subunit E 2
191745at2759	transporter	H773_YJM975O00493	V-ATPase subunit E 1
191745at2759	transporter	H773_YJM975O00493	MRS2
191745at2759	transporter	H773_YJM975O00493	V-ATPase subunit E 2
191745at2759	transporter	H773_YJM975O00493	57380
191745at2759	transporter	H773_YJM975O00493	V-ATPase subunit E 1
191745at2759	transporter	H773_YJM975P00214	V-ATPase subunit E 2
191745at2759	transporter	H773_YJM975P00214	V-ATPase subunit E 1
191745at2759	transporter	H773_YJM975P00214	MRS2
191745at2759	transporter	H773_YJM975P00214	V-ATPase subunit E 2
191745at2759	transporter	H773_YJM975P00214	57380
191745at2759	transporter	H773_YJM975P00214	V-ATPase subunit E 1
191745at2759	transporter	H774_YJM978O00492	V-ATPase subunit E 2
191745at2759	transporter	H774_YJM978O00492	V-ATPase subunit E 1
191745at2759	transporter	H774_YJM978O00492	MRS2
191745at2759	transporter	H774_YJM978O00492	V-ATPase subunit E 2
191745at2759	transporter	H774_YJM978O00492	57380
191745at2759	transporter	H774_YJM978O00492	V-ATPase subunit E 1
191745at2759	transporter	H774_YJM978O00493	V-ATPase subunit E 2
191745at2759	transporter	H774_YJM978O00493	V-ATPase subunit E 1
191745at2759	transporter	H774_YJM978O00493	MRS2
191745at2759	transporter	H774_YJM978O00493	V-ATPase subunit E 2
191745at2759	transporter	H774_YJM978O00493	57380
191745at2759	transporter	H774_YJM978O00493	V-ATPase subunit E 1
191745at2759	transporter	H774_YJM978P00051	V-ATPase subunit E 2
191745at2759	transporter	H774_YJM978P00051	V-ATPase subunit E 1
191745at2759	transporter	H774_YJM978P00051	MRS2
191745at2759	transporter	H774_YJM978P00051	V-ATPase subunit E 2
191745at2759	transporter	H774_YJM978P00051	57380
191745at2759	transporter	H774_YJM978P00051	V-ATPase subunit E 1
191745at2759	transporter	H775_YJM981O00492	V-ATPase subunit E 2
191745at2759	transporter	H775_YJM981O00492	V-ATPase subunit E 1
191745at2759	transporter	H775_YJM981O00492	MRS2
191745at2759	transporter	H775_YJM981O00492	V-ATPase subunit E 2
191745at2759	transporter	H775_YJM981O00492	57380
191745at2759	transporter	H775_YJM981O00492	V-ATPase subunit E 1
191745at2759	transporter	H775_YJM981O00491	V-ATPase subunit E 2
191745at2759	transporter	H775_YJM981O00491	V-ATPase subunit E 1
191745at2759	transporter	H775_YJM981O00491	MRS2
191745at2759	transporter	H775_YJM981O00491	V-ATPase subunit E 2
191745at2759	transporter	H775_YJM981O00491	57380
191745at2759	transporter	H775_YJM981O00491	V-ATPase subunit E 1
191745at2759	transporter	H775_YJM981P00075	V-ATPase subunit E 2
191745at2759	transporter	H775_YJM981P00075	V-ATPase subunit E 1
191745at2759	transporter	H775_YJM981P00075	MRS2
191745at2759	transporter	H775_YJM981P00075	V-ATPase subunit E 2
191745at2759	transporter	H775_YJM981P00075	57380
191745at2759	transporter	H775_YJM981P00075	V-ATPase subunit E 1
191745at2759	transporter	H776_YJM984O00491	V-ATPase subunit E 2
191745at2759	transporter	H776_YJM984O00491	V-ATPase subunit E 1
191745at2759	transporter	H776_YJM984O00491	MRS2
191745at2759	transporter	H776_YJM984O00491	V-ATPase subunit E 2
191745at2759	transporter	H776_YJM984O00491	57380
191745at2759	transporter	H776_YJM984O00491	V-ATPase subunit E 1
191745at2759	transporter	H776_YJM984O00492	V-ATPase subunit E 2
191745at2759	transporter	H776_YJM984O00492	V-ATPase subunit E 1
191745at2759	transporter	H776_YJM984O00492	MRS2
191745at2759	transporter	H776_YJM984O00492	V-ATPase subunit E 2
191745at2759	transporter	H776_YJM984O00492	57380
191745at2759	transporter	H776_YJM984O00492	V-ATPase subunit E 1
191745at2759	transporter	H776_YJM984P00205	V-ATPase subunit E 2
191745at2759	transporter	H776_YJM984P00205	V-ATPase subunit E 1
191745at2759	transporter	H776_YJM984P00205	MRS2
191745at2759	transporter	H776_YJM984P00205	V-ATPase subunit E 2
191745at2759	transporter	H776_YJM984P00205	57380
191745at2759	transporter	H776_YJM984P00205	V-ATPase subunit E 1
191745at2759	transporter	H777_YJM987O00491	V-ATPase subunit E 2
191745at2759	transporter	H777_YJM987O00491	V-ATPase subunit E 1
191745at2759	transporter	H777_YJM987O00491	MRS2
191745at2759	transporter	H777_YJM987O00491	V-ATPase subunit E 2
191745at2759	transporter	H777_YJM987O00491	57380
191745at2759	transporter	H777_YJM987O00491	V-ATPase subunit E 1
191745at2759	transporter	H777_YJM987O00492	V-ATPase subunit E 2
191745at2759	transporter	H777_YJM987O00492	V-ATPase subunit E 1
191745at2759	transporter	H777_YJM987O00492	MRS2
191745at2759	transporter	H777_YJM987O00492	V-ATPase subunit E 2
191745at2759	transporter	H777_YJM987O00492	57380
191745at2759	transporter	H777_YJM987O00492	V-ATPase subunit E 1
191745at2759	transporter	H777_YJM987P00079	V-ATPase subunit E 2
191745at2759	transporter	H777_YJM987P00079	V-ATPase subunit E 1
191745at2759	transporter	H777_YJM987P00079	MRS2
191745at2759	transporter	H777_YJM987P00079	V-ATPase subunit E 2
191745at2759	transporter	H777_YJM987P00079	57380
191745at2759	transporter	H777_YJM987P00079	V-ATPase subunit E 1
191745at2759	transporter	H778_YJM990O00491	V-ATPase subunit E 2
191745at2759	transporter	H778_YJM990O00491	V-ATPase subunit E 1
191745at2759	transporter	H778_YJM990O00491	MRS2
191745at2759	transporter	H778_YJM990O00491	V-ATPase subunit E 2
191745at2759	transporter	H778_YJM990O00491	57380
191745at2759	transporter	H778_YJM990O00491	V-ATPase subunit E 1
191745at2759	transporter	H778_YJM990O00492	V-ATPase subunit E 2
191745at2759	transporter	H778_YJM990O00492	V-ATPase subunit E 1
191745at2759	transporter	H778_YJM990O00492	MRS2
